method,gene_id
source_top500,Solyc08g077210
source_top500,Solyc12g042010
source_top500,Solyc07g016170
source_top500,Solyc03g120890
source_top500,Solyc02g078040
source_top500,Solyc12g041940
source_top500,Solyc11g007540
source_top500,Solyc07g056670
source_top500,Solyc04g009530
source_top500,Solyc02g005310
source_top500,Solyc10g086320
source_top500,Solyc05g015360
source_top500,Solyc08g061650
source_top500,Solyc02g088500
source_top500,Solyc11g066670
source_top500,Solyc07g056700
source_top500,Solyc12g055840
source_top500,Solyc10g006720
source_top500,Solyc03g078150
source_top500,Solyc08g076520
source_top500,Solyc03g031890
source_top500,Solyc05g054330
source_top500,Solyc02g067320
source_top500,Solyc08g066330
source_top500,Solyc12g070230
source_top500,Solyc03g121720
source_top500,Solyc12g044540
source_top500,Solyc09g010850
source_top500,Solyc09g015000
source_top500,Solyc11g005990
source_top500,Solyc03g112130
source_top500,Solyc10g005010
source_top500,Solyc11g065350
source_top464,Solyc00g060810
source_top464,Solyc10g080210
source_top464,Solyc07g054800
source_top464,Solyc10g007600
source_top464,Solyc12g040640
source_top464,Solyc08g005770
source_top464,Solyc07g055690
source_top464,Solyc10g050980
source_top464,Solyc12g098340
source_top464,Solyc01g108490
source_top464,Solyc03g007930
source_top464,Solyc02g089140
source_top464,Solyc12g088220
source_top464,Solyc12g008430
source_top464,Solyc10g054900
source_top464,Solyc06g048440
source_top464,Solyc02g089080
source_top464,Solyc03g121180
source_top464,Solyc06g071290
source_top464,Solyc09g072560
source_top464,Solyc06g050870
source_top464,Solyc11g010960
source_top464,Solyc09g083190
source_top464,Solyc03g007780
source_top464,Solyc12g011310
source_top464,Solyc08g081220
source_top464,Solyc10g005210
source_top464,Solyc01g095080
source_top464,Solyc07g054750
source_top464,Solyc02g083840
source_top464,Solyc01g080410
source_top464,Solyc07g053540
source_top464,Solyc02g065260
source_top464,Solyc05g005550
source_top464,Solyc05g010700
source_top464,Solyc01g080680
source_top464,Solyc11g006250
source_top464,Solyc08g005630
source_top464,Solyc04g070970
source_top464,Solyc01g110000
source_top464,Solyc02g063030
source_top464,Solyc09g066060
source_top464,Solyc06g074000
source_top464,Solyc08g075490
source_top464,Solyc12g006470
source_top464,Solyc03g031630
source_top464,Solyc02g005110
source_top464,Solyc03g013340
source_top464,Solyc10g011950
source_top464,Solyc10g075070
source_top464,Solyc01g107730
source_top464,Solyc04g074110
source_top464,Solyc08g007240
source_top464,Solyc09g014350
source_top464,Solyc04g077620
source_top464,Solyc01g080280
source_top464,Solyc09g025210
source_top464,Solyc02g085950
source_top464,Solyc12g014570
source_top464,Solyc02g083680
source_top464,Solyc05g012020
source_top464,Solyc06g083070
source_top464,Solyc10g084600
source_top464,Solyc07g054860
source_top464,Solyc05g014280
source_top464,Solyc09g091670
source_top464,Solyc02g067750
source_top464,Solyc01g109920
source_top464,Solyc02g080160
source_top464,Solyc08g069010
source_top464,Solyc02g032950
source_top464,Solyc01g099040
source_top464,Solyc04g080250
source_top464,Solyc10g018140
source_top464,Solyc05g053310
source_top464,Solyc02g083730
source_top464,Solyc03g120570
source_top464,Solyc08g081790
source_top464,Solyc12g006560
source_top464,Solyc02g087840
source_top464,Solyc10g009260
source_top464,Solyc03g113930
source_top464,Solyc05g014000
source_top464,Solyc10g049230
source_top464,Solyc05g025690
source_top464,Solyc12g013680
source_top464,Solyc07g051950
source_top464,Solyc08g044260
source_top464,Solyc10g083400
source_top464,Solyc03g118100
source_top464,Solyc10g047240
source_top464,Solyc01g079240
source_top464,Solyc03g112760
source_top464,Solyc02g070890
source_top464,Solyc05g018510
source_top464,Solyc08g067030
source_top464,Solyc01g088400
source_top464,Solyc04g076220
source_top464,Solyc08g061560
source_top464,Solyc08g061020
source_top464,Solyc10g044680
source_top464,Solyc06g035580
source_top464,Solyc01g094700
source_top464,Solyc02g091920
source_top464,Solyc10g024420
source_top464,Solyc03g117300
source_top464,Solyc04g071800
source_top464,Solyc12g006520
source_top464,Solyc07g008210
source_top464,Solyc09g092130
source_top464,Solyc09g061890
source_top464,Solyc02g085380
source_top464,Solyc08g066240
source_top464,Solyc04g064620
source_top464,Solyc09g090680
source_top464,Solyc01g099620
source_top464,Solyc01g086920
source_top464,Solyc02g063150
source_top464,Solyc07g041640
source_top464,Solyc01g074030
source_top464,Solyc04g077640
source_top464,Solyc06g084030
source_top464,Solyc07g042390
source_top464,Solyc08g082620
source_top464,Solyc06g051150
source_top464,Solyc07g062670
source_top464,Solyc10g079050
source_top464,Solyc04g040130
source_top464,Solyc12g100250
source_top464,Solyc11g008630
source_top464,Solyc01g104900
source_top464,Solyc06g051800
source_top464,Solyc07g022900
source_top464,Solyc02g083670
source_top464,Solyc08g007890
source_top464,Solyc08g063090
source_top464,Solyc01g097290
source_top464,Solyc07g008430
source_top464,Solyc07g049300
source_top464,Solyc12g015630
source_top464,Solyc10g080390
source_top464,Solyc11g018500
source_top464,Solyc01g108400
source_top464,Solyc12g096570
source_top464,Solyc02g088270
source_top464,Solyc11g006020
source_top464,Solyc11g056680
source_top464,Solyc08g066260
source_top464,Solyc02g070020
source_top464,Solyc06g072650
source_top464,Solyc03g083440
source_top464,Solyc09g059170
source_top464,Solyc12g009800
source_top464,Solyc02g090960
source_top464,Solyc02g070940
source_top464,Solyc09g005560
source_top464,Solyc05g010320
source_top464,Solyc03g098740
source_top464,Solyc02g077790
source_top464,Solyc11g007250
source_top464,Solyc03g122350
source_top464,Solyc02g081600
source_top464,Solyc10g051020
source_top464,Solyc10g054840
source_top464,Solyc03g115640
source_top464,Solyc01g109790
source_top464,Solyc11g071740
source_top464,Solyc02g078340
source_top464,Solyc02g055440
source_top464,Solyc00g156980
source_top464,Solyc06g006090
source_top464,Solyc04g072850
source_top464,Solyc09g092580
source_top464,Solyc07g063350
source_top464,Solyc07g005390
source_top464,Solyc08g067610
source_top464,Solyc04g071590
source_top464,Solyc09g031880
source_top464,Solyc01g108730
source_top464,Solyc10g024430
source_top464,Solyc02g088100
source_top464,Solyc09g075810
source_top464,Solyc10g080900
source_top464,Solyc12g098600
source_top464,Solyc03g118510
source_top464,Solyc04g054740
source_top464,Solyc09g074630
source_top464,Solyc05g011960
source_top464,Solyc11g022590
source_top464,Solyc02g071000
source_top464,Solyc09g011590
source_top464,Solyc03g078440
source_top464,Solyc05g053640
source_top464,Solyc11g012880
source_top464,Solyc07g056540
source_top464,Solyc06g068900
source_top464,Solyc02g038740
source_top464,Solyc08g007850
source_top464,Solyc09g083390
source_top464,Solyc08g075080
source_top464,Solyc06g069430
source_top464,Solyc11g072310
source_top464,Solyc12g096870
source_top464,Solyc05g015380
source_top464,Solyc08g081940
source_top464,Solyc02g062390
source_top464,Solyc05g005960
source_top464,Solyc01g099660
source_top464,Solyc01g104850
source_top464,Solyc09g011470
source_top464,Solyc10g083290
source_top464,Solyc01g097770
source_top464,Solyc10g086710
source_top464,Solyc12g098490
source_top464,Solyc05g055400
source_top464,Solyc05g026240
source_top464,Solyc05g051010
source_top464,Solyc10g051120
source_top464,Solyc06g065670
source_top464,Solyc11g044910
source_top464,Solyc02g065350
source_top464,Solyc09g011610
source_top464,Solyc02g021680
source_top464,Solyc02g078570
source_top464,Solyc07g008620
source_top464,Solyc04g015390
source_top464,Solyc12g010050
source_top464,Solyc01g108860
source_top464,Solyc03g031860
source_top464,Solyc03g071570
source_top464,Solyc03g006760
source_top464,Solyc08g005610
source_top464,Solyc05g012510
source_top464,Solyc03g118120
source_top464,Solyc02g065280
source_top464,Solyc09g091000
source_top464,Solyc06g069730
source_top464,Solyc01g058270
source_top464,Solyc06g048470
source_top464,Solyc02g085910
source_top464,Solyc03g120290
source_top464,Solyc04g081300
source_top464,Solyc02g023950
source_top464,Solyc03g005780
source_top464,Solyc05g014920
source_top464,Solyc12g009930
source_top464,Solyc12g013700
source_top464,Solyc05g050290
source_top464,Solyc02g092220
source_top464,Solyc08g080490
source_top464,Solyc03g113350
source_top464,Solyc07g026650
source_top464,Solyc07g055050
source_top464,Solyc06g054320
source_top464,Solyc02g092580
source_top464,Solyc01g107890
source_top464,Solyc10g076240
source_top464,Solyc07g043500
source_top464,Solyc12g006530
source_top464,Solyc09g031740
source_top464,Solyc08g014130
source_top464,Solyc02g078950
source_top464,Solyc12g015690
source_top464,Solyc10g018780
source_top464,Solyc07g055710
source_top464,Solyc04g064940
source_top464,Solyc06g009190
source_top464,Solyc12g055970
source_top464,Solyc02g084600
source_top464,Solyc04g012060
source_top464,Solyc07g061970
source_top464,Solyc01g006540
source_top464,Solyc12g011450
source_top464,Solyc05g011970
source_top464,Solyc01g108880
source_top464,Solyc07g017950
source_top464,Solyc06g053950
source_top464,Solyc10g047030
source_top464,Solyc11g072080
source_top464,Solyc04g071770
source_top464,Solyc12g013710
source_top464,Solyc08g080630
source_top464,Solyc02g080040
source_top464,Solyc06g009770
source_top464,Solyc12g015850
source_top464,Solyc02g070790
source_top464,Solyc02g064830
source_top464,Solyc08g016310
source_top464,Solyc04g064870
source_top464,Solyc05g052820
source_top464,Solyc10g083440
source_top464,Solyc05g015370
source_top464,Solyc12g008480
source_top464,Solyc09g075140
source_top464,Solyc03g116370
source_top464,Solyc12g070080
source_top464,Solyc10g083670
source_top464,Solyc03g121600
source_top464,Solyc07g063600
source_top464,Solyc05g009650
source_top464,Solyc08g078870
source_top464,Solyc10g078740
source_top464,Solyc03g082730
source_top464,Solyc07g065540
source_top464,Solyc03g031880
source_top464,Solyc02g072440
source_top464,Solyc12g006140
source_top464,Solyc12g098790
source_top464,Solyc08g066430
source_top464,Solyc05g054090
source_top464,Solyc04g053010
source_top464,Solyc06g064900
source_top464,Solyc12g100270
source_top464,Solyc10g078160
source_top464,Solyc04g016330
source_top464,Solyc06g053620
source_top464,Solyc12g094640
source_top464,Solyc12g099430
source_top464,Solyc02g092120
source_top464,Solyc12g049520
source_top464,Solyc07g064720
source_top464,Solyc06g035610
source_top464,Solyc10g080980
source_top464,Solyc01g099630
source_top464,Solyc03g123830
source_top464,Solyc04g054990
source_top464,Solyc12g017530
source_top464,Solyc03g116510
source_top464,Solyc02g077330
source_top464,Solyc05g007770
source_top464,Solyc02g087470
source_top464,Solyc02g082650
source_top464,Solyc07g049440
source_top464,Solyc11g011210
source_top464,Solyc09g083130
source_top464,Solyc03g063730
source_top464,Solyc09g011720
source_top464,Solyc01g068490
source_top464,Solyc10g076710
source_top464,Solyc03g097440
source_top464,Solyc11g072040
source_top464,Solyc01g097000
source_top464,Solyc11g020330
source_top464,Solyc02g079490
source_top464,Solyc08g014010
source_top464,Solyc10g054080
source_top464,Solyc05g014300
source_top464,Solyc11g006670
source_top464,Solyc07g062490
source_top464,Solyc02g070800
source_top464,Solyc05g025600
source_top464,Solyc07g063850
source_top464,Solyc07g062550
source_top464,Solyc07g007750
source_top464,Solyc10g085830
source_top464,Solyc05g041430
source_top464,Solyc04g082120
source_top464,Solyc07g043420
source_top464,Solyc09g007940
source_top464,Solyc10g081010
source_top464,Solyc01g100930
source_top464,Solyc06g050840
source_top464,Solyc03g114360
source_top464,Solyc05g006740
source_top464,Solyc04g005800
source_top464,Solyc07g007350
source_top464,Solyc06g069380
source_top464,Solyc01g008680
source_top464,Solyc01g095640
source_top464,Solyc04g079460
source_top464,Solyc12g055810
source_top464,Solyc05g056170
source_top464,Solyc07g049290
source_top464,Solyc07g056510
source_top464,Solyc01g081290
source_top464,Solyc02g078620
source_top464,Solyc03g112030
source_top464,Solyc11g011880
source_top464,Solyc02g090930
source_top464,Solyc04g071090
source_top464,Solyc08g082250
source_top464,Solyc03g093360
source_top464,Solyc12g041950
source_top464,Solyc12g049030
source_top464,Solyc03g117630
source_top464,Solyc06g074260
source_top464,Solyc03g026210
source_top464,Solyc02g031990
source_top464,Solyc01g079940
source_top464,Solyc08g013670
source_top464,Solyc11g071980
source_top464,Solyc11g010200
source_top464,Solyc05g047530
source_top464,Solyc10g079410
source_top464,Solyc07g066150
source_top464,Solyc06g084050
source_top464,Solyc12g011410
source_top464,Solyc04g015640
source_top464,Solyc04g016200
source_top464,Solyc06g082460
source_top464,Solyc01g096740
source_top464,Solyc02g083700
source_top464,Solyc09g065670
source_top464,Solyc12g017250
source_top464,Solyc07g051820
source_top464,Solyc03g115000
source_top464,Solyc11g064910
source_top464,Solyc01g105050
source_top464,Solyc05g005920
source_top464,Solyc07g043460
source_top464,Solyc01g066740
source_top464,Solyc12g088350
source_top464,Solyc03g118370
source_top464,Solyc10g050110
source_top464,Solyc10g044510
source_top464,Solyc08g008120
source_top464,Solyc07g007550
source_top464,Solyc02g014430
source_top464,Solyc02g083450
source_top464,Solyc11g010690
source_top464,Solyc03g118060
source_top464,Solyc11g008720
source_top464,Solyc09g089750
source_top464,Solyc01g090730
source_top464,Solyc08g077550
source_top464,Solyc03g045070
source_top464,Solyc06g075720
source_top464,Solyc08g021820
source_top464,Solyc02g087870
source_top464,Solyc06g061170
source_top464,Solyc02g069670
source_top464,Solyc09g092430
source_top464,Solyc05g025680
source_top464,Solyc10g006880
source_top464,Solyc03g033730
source_top464,Solyc12g088700
source_top464,Solyc07g065290
source_top464,Solyc08g066360
source_top464,Solyc06g072700
source_top464,Solyc03g122130
source_top464,Solyc04g080540
source_top464,Solyc07g049370
source_top464,Solyc10g080540
source_top464,Solyc05g012890
source_top464,Solyc02g092110
source_top464,Solyc02g065530
source_top464,Solyc05g007120
source_top464,Solyc09g098340
source_top464,Solyc07g017600
source_top464,Solyc04g016000
source_top464,Solyc03g117690
source_top464,Solyc06g005300
source_top464,Solyc08g006310
source_top464,Solyc02g079710
source_top464,Solyc02g083380
source_top464,Solyc03g082560
source_top464,Solyc11g040150
source_top464,Solyc12g006660
source_top464,Solyc11g012860
source_top464,Solyc01g109500
source_top464,Solyc11g042940
source_top464,Solyc01g109180
source_top464,Solyc02g065780
source_top464,Solyc11g008810
rank501_1000,Solyc11g008680
rank501_1000,Solyc10g054420
rank501_1000,Solyc06g084250
rank501_1000,Solyc01g105720
rank501_1000,Solyc09g082340
rank501_1000,Solyc03g112980
rank501_1000,Solyc02g089880
rank501_1000,Solyc06g065680
rank501_1000,Solyc06g076320
rank501_1000,Solyc05g018710
rank501_1000,Solyc08g079840
rank501_1000,Solyc02g078700
rank501_1000,Solyc06g074070
rank501_1000,Solyc11g012270
rank501_1000,Solyc01g108930
rank501_1000,Solyc01g058320
rank501_1000,Solyc01g100900
rank501_1000,Solyc10g075090
rank501_1000,Solyc11g010810
rank501_1000,Solyc09g065180
rank501_1000,Solyc04g078640
rank501_1000,Solyc06g075010
rank501_1000,Solyc10g005470
rank501_1000,Solyc01g008020
rank501_1000,Solyc12g009070
rank501_1000,Solyc08g082160
rank501_1000,Solyc04g077810
rank501_1000,Solyc08g079680
rank501_1000,Solyc02g070990
rank501_1000,Solyc09g098200
rank501_1000,Solyc06g074820
rank501_1000,Solyc11g072510
rank501_1000,Solyc06g051940
rank501_1000,Solyc05g009950
rank501_1000,Solyc05g015850
rank501_1000,Solyc07g006680
rank501_1000,Solyc06g082610
rank501_1000,Solyc02g068140
rank501_1000,Solyc11g012360
rank501_1000,Solyc10g078680
rank501_1000,Solyc03g034410
rank501_1000,Solyc03g095820
rank501_1000,Solyc01g087630
rank501_1000,Solyc11g072990
rank501_1000,Solyc10g008480
rank501_1000,Solyc04g078200
rank501_1000,Solyc01g020190
rank501_1000,Solyc01g105180
rank501_1000,Solyc09g065240
rank501_1000,Solyc02g082740
rank501_1000,Solyc10g005960
rank501_1000,Solyc03g114800
rank501_1000,Solyc04g016220
rank501_1000,Solyc06g036250
rank501_1000,Solyc03g112060
rank501_1000,Solyc02g069290
rank501_1000,Solyc04g055000
rank501_1000,Solyc02g063480
rank501_1000,Solyc12g099650
rank501_1000,Solyc04g077670
rank501_1000,Solyc08g077410
rank501_1000,Solyc02g064940
rank501_1000,Solyc10g007040
rank501_1000,Solyc04g081960
rank501_1000,Solyc04g007650
rank501_1000,Solyc04g071070
rank501_1000,Solyc08g076360
rank501_1000,Solyc01g066440
rank501_1000,Solyc06g069000
rank501_1000,Solyc08g080090
rank501_1000,Solyc02g080890
rank501_1000,Solyc03g019790
rank501_1000,Solyc05g013520
rank501_1000,Solyc04g079530
rank501_1000,Solyc06g071330
rank501_1000,Solyc01g098740
rank501_1000,Solyc05g012790
rank501_1000,Solyc03g083400
rank501_1000,Solyc01g073640
rank501_1000,Solyc01g110360
rank501_1000,Solyc09g011630
rank501_1000,Solyc02g090680
rank501_1000,Solyc10g081360
rank501_1000,Solyc03g116330
rank501_1000,Solyc02g091690
rank501_1000,Solyc11g018600
rank501_1000,Solyc01g010520
rank501_1000,Solyc04g076400
rank501_1000,Solyc03g116740
rank501_1000,Solyc08g069060
rank501_1000,Solyc06g069420
rank501_1000,Solyc06g082080
rank501_1000,Solyc03g006050
rank501_1000,Solyc04g079560
rank501_1000,Solyc06g068550
rank501_1000,Solyc08g082110
rank501_1000,Solyc11g011870
rank501_1000,Solyc02g092530
rank501_1000,Solyc10g075100
rank501_1000,Solyc05g026570
rank501_1000,Solyc10g081910
rank501_1000,Solyc01g110600
rank501_1000,Solyc02g032780
rank501_1000,Solyc01g007130
rank501_1000,Solyc01g066460
rank501_1000,Solyc10g005200
rank501_1000,Solyc12g009050
rank501_1000,Solyc08g065430
rank501_1000,Solyc04g083140
rank501_1000,Solyc05g013810
rank501_1000,Solyc06g060520
rank501_1000,Solyc05g009120
rank501_1000,Solyc04g011520
rank501_1000,Solyc02g020940
rank501_1000,Solyc04g064880
rank501_1000,Solyc09g064730
rank501_1000,Solyc09g014990
rank501_1000,Solyc10g083880
rank501_1000,Solyc02g089160
rank501_1000,Solyc02g084640
rank501_1000,Solyc02g090040
rank501_1000,Solyc10g085550
rank501_1000,Solyc02g079320
rank501_1000,Solyc08g083320
rank501_1000,Solyc08g062340
rank501_1000,Solyc08g080640
rank501_1000,Solyc01g081410
rank501_1000,Solyc05g009680
rank501_1000,Solyc01g079410
rank501_1000,Solyc12g098230
rank501_1000,Solyc03g095940
rank501_1000,Solyc04g074310
rank501_1000,Solyc01g099200
rank501_1000,Solyc02g068310
rank501_1000,Solyc11g020960
rank501_1000,Solyc02g065170
rank501_1000,Solyc10g008160
rank501_1000,Solyc06g071990
rank501_1000,Solyc01g100460
rank501_1000,Solyc10g078700
rank501_1000,Solyc04g005130
rank501_1000,Solyc02g069240
rank501_1000,Solyc06g076560
rank501_1000,Solyc03g112170
rank501_1000,Solyc05g010080
rank501_1000,Solyc01g088620
rank501_1000,Solyc09g098290
rank501_1000,Solyc08g066180
rank501_1000,Solyc02g031920
rank501_1000,Solyc02g072190
rank501_1000,Solyc04g064900
rank501_1000,Solyc04g050620
rank501_1000,Solyc01g098710
rank501_1000,Solyc02g084390
rank501_1000,Solyc09g014740
rank501_1000,Solyc07g052610
rank501_1000,Solyc10g006230
rank501_1000,Solyc12g042470
rank501_1000,Solyc12g008580
rank501_1000,Solyc02g080050
rank501_1000,Solyc10g051240
rank501_1000,Solyc11g010710
rank501_1000,Solyc07g008240
rank501_1000,Solyc11g006730
rank501_1000,Solyc02g071920
rank501_1000,Solyc07g042990
rank501_1000,Solyc09g011870
rank501_1000,Solyc01g087950
rank501_1000,Solyc01g097210
rank501_1000,Solyc05g007780
rank501_1000,Solyc10g079110
rank501_1000,Solyc01g111840
rank501_1000,Solyc07g064410
rank501_1000,Solyc11g069590
rank501_1000,Solyc01g005420
rank501_1000,Solyc05g008510
rank501_1000,Solyc03g115900
rank501_1000,Solyc00g031500
rank501_1000,Solyc10g050990
rank501_1000,Solyc12g056200
rank501_1000,Solyc01g109340
rank501_1000,Solyc07g066480
rank501_1000,Solyc09g090510
rank501_1000,Solyc03g116220
rank501_1000,Solyc06g051460
rank501_1000,Solyc03g043890
rank501_1000,Solyc11g027880
rank501_1000,Solyc02g079950
rank501_1000,Solyc02g092150
rank501_1000,Solyc02g091850
rank501_1000,Solyc08g077330
rank501_1000,Solyc03g046220
rank501_1000,Solyc12g042180
rank501_1000,Solyc12g088430
rank501_1000,Solyc01g010310
rank501_1000,Solyc07g052960
rank501_1000,Solyc04g079470
rank501_1000,Solyc07g048110
rank501_1000,Solyc08g016600
rank501_1000,Solyc09g009660
rank501_1000,Solyc09g092500
rank501_1000,Solyc10g084250
rank501_1000,Solyc03g097030
rank501_1000,Solyc04g011540
rank501_1000,Solyc05g032620
rank501_1000,Solyc03g071780
rank501_1000,Solyc05g055330
rank501_1000,Solyc07g056530
rank501_1000,Solyc06g007390
rank501_1000,Solyc02g071260
rank501_1000,Solyc07g005210
rank501_1000,Solyc07g053970
rank501_1000,Solyc09g014410
rank501_1000,Solyc03g043700
rank501_1000,Solyc02g064720
rank501_1000,Solyc09g010380
rank501_1000,Solyc11g066930
rank501_1000,Solyc08g076220
rank501_1000,Solyc12g008650
rank501_1000,Solyc01g021730
rank501_1000,Solyc07g009530
rank501_1000,Solyc02g081970
rank501_1000,Solyc02g092240
rank501_1000,Solyc08g008630
rank501_1000,Solyc09g090180
rank501_1000,Solyc10g006710
rank501_1000,Solyc05g008760
rank501_1000,Solyc05g009210
rank501_1000,Solyc03g007030
rank501_1000,Solyc08g067340
rank501_1000,Solyc06g007910
rank501_1000,Solyc04g008040
rank501_1000,Solyc06g019200
rank501_1000,Solyc04g040160
rank501_1000,Solyc02g089530
rank501_1000,Solyc02g067520
rank501_1000,Solyc08g076820
rank501_1000,Solyc12g087980
rank501_1000,Solyc01g111740
rank501_1000,Solyc08g080380
rank501_1000,Solyc07g005960
rank501_1000,Solyc03g112580
rank501_1000,Solyc01g094140
rank501_1000,Solyc04g078520
rank501_1000,Solyc07g052460
rank501_1000,Solyc01g087790
rank501_1000,Solyc01g111280
rank501_1000,Solyc01g008710
rank501_1000,Solyc10g047430
rank501_1000,Solyc10g086760
rank501_1000,Solyc01g107100
rank501_1000,Solyc07g047850
rank501_1000,Solyc01g094010
rank501_1000,Solyc09g090080
rank501_1000,Solyc05g005950
rank501_1000,Solyc04g045600
rank501_1000,Solyc08g063000
rank501_1000,Solyc10g005690
rank501_1000,Solyc03g078490
rank501_1000,Solyc03g007920
rank501_1000,Solyc01g066640
rank501_1000,Solyc04g072620
rank501_1000,Solyc09g010210
rank501_1000,Solyc04g050170
rank501_1000,Solyc04g081530
rank501_1000,Solyc11g045030
rank501_1000,Solyc10g006530
rank501_1000,Solyc12g099260
rank501_1000,Solyc07g020790
rank501_1000,Solyc04g081240
rank501_1000,Solyc07g065970
rank501_1000,Solyc05g053760
rank501_1000,Solyc08g041710
rank501_1000,Solyc11g018710
rank501_1000,Solyc02g067010
rank501_1000,Solyc02g065060
rank501_1000,Solyc01g107390
rank501_1000,Solyc04g063240
rank501_1000,Solyc08g079790
rank501_1000,Solyc04g082630
rank501_1000,Solyc07g040890
rank501_1000,Solyc05g050010
rank501_1000,Solyc11g012640
rank501_1000,Solyc06g084120
rank501_1000,Solyc04g074640
rank501_1000,Solyc07g006730
rank501_1000,Solyc09g092390
rank501_1000,Solyc07g007260
rank501_1000,Solyc01g104400
rank501_1000,Solyc07g045090
rank501_1000,Solyc04g008720
rank501_1000,Solyc04g077390
rank501_1000,Solyc02g083760
rank501_1000,Solyc01g067090
rank501_1000,Solyc04g063210
rank501_1000,Solyc09g007330
rank501_1000,Solyc10g086620
rank501_1000,Solyc03g005460
rank501_1000,Solyc09g089740
rank501_1000,Solyc01g101130
rank501_1000,Solyc07g054810
rank501_1000,Solyc02g071130
rank501_1000,Solyc03g006240
rank501_1000,Solyc01g079580
rank501_1000,Solyc02g076690
rank501_1000,Solyc03g122250
rank501_1000,Solyc10g086730
rank501_1000,Solyc07g043490
rank501_1000,Solyc05g052410
rank501_1000,Solyc06g065440
rank501_1000,Solyc02g085760
rank501_1000,Solyc11g071970
rank501_1000,Solyc12g008980
rank501_1000,Solyc03g062720
rank501_1000,Solyc01g109380
rank501_1000,Solyc10g005820
rank501_1000,Solyc03g043900
rank501_1000,Solyc05g011830
rank501_1000,Solyc09g009080
rank501_1000,Solyc01g111270
rank501_1000,Solyc05g051750
rank501_1000,Solyc05g050810
rank501_1000,Solyc01g087980
rank501_1000,Solyc08g067300
rank501_1000,Solyc01g067480
rank501_1000,Solyc11g012190
rank501_1000,Solyc12g011280
rank501_1000,Solyc04g014440
rank501_1000,Solyc07g007250
rank501_1000,Solyc12g044490
rank501_1000,Solyc02g063250
rank501_1000,Solyc09g009760
rank501_1000,Solyc08g005560
rank501_1000,Solyc01g088480
rank501_1000,Solyc06g069040
rank501_1000,Solyc03g111940
rank501_1000,Solyc09g005770
rank501_1000,Solyc04g057980
rank501_1000,Solyc04g081400
rank501_1000,Solyc01g105370
rank501_1000,Solyc08g080780
rank501_1000,Solyc07g056280
rank501_1000,Solyc01g101210
rank501_1000,Solyc02g065430
rank501_1000,Solyc03g083470
rank501_1000,Solyc09g091600
rank501_1000,Solyc05g032690
rank501_1000,Solyc02g078400
rank501_1000,Solyc06g036310
rank501_1000,Solyc10g009090
rank501_1000,Solyc08g077660
rank501_1000,Solyc04g056640
rank501_1000,Solyc04g082970
rank501_1000,Solyc04g007910
rank501_1000,Solyc09g092670
rank501_1000,Solyc02g087890
rank501_1000,Solyc06g064610
rank501_1000,Solyc08g062450
rank501_1000,Solyc09g010000
rank501_1000,Solyc08g080150
rank501_1000,Solyc07g056190
rank501_1000,Solyc11g072820
rank501_1000,Solyc10g011820
rank501_1000,Solyc01g106340
rank501_1000,Solyc12g056660
rank501_1000,Solyc05g005930
rank501_1000,Solyc08g078040
rank501_1000,Solyc09g011140
rank501_1000,Solyc03g083360
rank501_1000,Solyc01g095300
rank501_1000,Solyc02g088520
rank501_1000,Solyc03g111970
rank501_1000,Solyc02g085830
rank501_1000,Solyc06g053240
rank501_1000,Solyc01g096070
rank501_1000,Solyc08g082750
rank501_1000,Solyc09g075440
rank501_1000,Solyc11g066880
rank501_1000,Solyc01g080210
rank501_1000,Solyc06g060830
rank501_1000,Solyc04g079450
rank501_1000,Solyc06g050370
rank501_1000,Solyc01g005470
rank501_1000,Solyc10g055410
rank501_1000,Solyc08g080390
rank501_1000,Solyc05g055030
rank501_1000,Solyc11g008600
rank501_1000,Solyc06g033850
rank501_1000,Solyc10g078410
rank501_1000,Solyc07g056410
rank501_1000,Solyc01g103250
rank501_1000,Solyc02g085320
rank501_1000,Solyc09g090070
rank501_1000,Solyc12g013690
rank501_1000,Solyc01g099150
rank501_1000,Solyc08g080140
rank501_1000,Solyc10g086190
rank501_1000,Solyc10g049220
rank501_1000,Solyc01g108720
rank501_1000,Solyc05g047600
rank501_1000,Solyc10g049320
rank501_1000,Solyc06g074190
rank501_1000,Solyc02g084990
rank501_1000,Solyc06g083650
rank501_1000,Solyc04g007320
rank501_1000,Solyc10g008540
rank501_1000,Solyc05g007830
rank501_1000,Solyc11g069660
rank501_1000,Solyc08g082710
rank501_1000,Solyc01g056850
rank501_1000,Solyc06g066420
rank501_1000,Solyc09g083400
rank501_1000,Solyc06g083290
rank501_1000,Solyc09g074530
rank501_1000,Solyc02g094330
rank501_1000,Solyc03g113060
rank501_1000,Solyc03g082420
rank501_1000,Solyc10g085010
rank501_1000,Solyc12g017460
rank501_1000,Solyc05g005290
rank501_1000,Solyc11g007690
rank501_1000,Solyc03g080060
rank501_1000,Solyc06g074960
rank501_1000,Solyc10g045000
rank501_1000,Solyc12g099530
rank501_1000,Solyc04g054340
rank501_1000,Solyc02g077210
rank501_1000,Solyc10g044840
rank501_1000,Solyc03g111690
rank501_1000,Solyc03g111100
rank501_1000,Solyc01g106500
rank501_1000,Solyc12g008660
rank501_1000,Solyc08g075320
rank501_1000,Solyc08g080170
rank501_1000,Solyc03g063920
rank501_1000,Solyc09g005320
rank501_1000,Solyc02g084980
rank501_1000,Solyc07g052010
rank501_1000,Solyc07g009450
