gene_id,display_name,frozen_grade,context,role,n_early,n_late,effect_scale,measured,effect,reference_effect,same_direction,bootstrap_same_direction_frequency,effect_bootstrap_p025,effect_bootstrap_p975
Solyc06g051800,EXP1,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.43942789644516544,0.5537225632440477,False,0.0,-0.4473887456494463,-0.4325853465125086
Solyc10g006880,NOR,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.25242683143795297,0.418398902529762,False,0.0,-0.29896832098165016,-0.20588534189425367
Solyc02g088270,Solyc02g088270,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.4432646793433612,0.543829055059524,False,0.0,-0.47353687672317335,-0.40976793217275365
Solyc03g116510,Solyc03g116510,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,0.1910336866168343,0.45127650669642855,True,0.9629629629629629,-0.08214195007163738,0.35082072210149934
Solyc10g083400,Solyc10g083400,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,0.2819324190294843,0.5841820126488095,True,1.0,0.21728024098874243,0.3500702867643479
Solyc08g014130,IPMS2,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,0.7146019657967546,0.478701636904762,True,1.0,0.6627751761948062,0.7558551582392489
Solyc01g108490,Solyc01g108490,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,False,,,,,,
Solyc10g084600,Solyc10g084600,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.2926516705927815,0.6166178385416667,False,0.0013717421124828531,-0.498904159729978,-0.08639918145558667
Solyc02g070890,Solyc02g070890,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,False,,,,,,
Solyc09g092430,Solyc09g092430,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-1.0423649617219402,-0.418701171875,True,1.0,-1.2606831806922623,-0.824786156059989
Solyc08g080630,ER1,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,3.032797134720866,0.47013346354166663,True,1.0,2.899034629408773,3.1530043020931773
Solyc01g104850,Solyc01g104850,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,0.3133915420095599,-0.5013718377976191,False,0.037037037037037035,-0.12729371790015298,0.622980234367018
Solyc07g063600,Solyc07g063600,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.3768873662759719,-0.4616582961309524,True,1.0,-0.6009908369345861,-0.13499174219075843
Solyc03g118060,Solyc03g118060,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.5791083703111983,0.4217471168154762,False,0.0,-0.7758322768503616,-0.4103367597236893
Solyc10g079050,Solyc10g079050,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,0.15581402202152006,0.5567452566964286,True,1.0,0.07974887998420357,0.23069399401954538
Solyc07g042390,Solyc07g042390,A,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,0.13433013019263873,-0.5619187127976191,False,0.14266117969821673,-0.12309766189558757,0.3917579222808648
Solyc01g095080,ACS2,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,0.0578935424863225,0.6965680803571429,True,0.9890260631001372,0.0037860950573307406,0.11435312943776355
Solyc08g005610,CYP707A2,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.005678001920507825,0.4896647135416666,False,0.4663923182441701,-0.1275983897903492,0.11624238594933356
Solyc12g017530,Solyc12g017530,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,False,,,,,,
Solyc07g054750,Solyc07g054750,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.41951558085662133,0.6946265811011906,False,0.0,-0.6119212595966517,-0.22710990211659088
Solyc02g083380,Solyc02g083380,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,0.5627501260680221,0.4128882998511906,True,1.0,0.502998297802927,0.6225019543331196
Solyc06g068900,Solyc06g068900,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.54925164539927,0.5066615513392856,False,0.0,-0.6379954014177738,-0.48566730016088755
Solyc03g114360,Solyc03g114360,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,0.11537528800525854,0.4378255208333335,True,0.8436213991769548,-0.09377710563314912,0.3035973842699774
Solyc08g078870,Solyc08g078870,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.27916742883280143,0.4613676525297618,False,0.03017832647462277,-0.5874198716585619,0.005660332997057926
Solyc06g072650,Solyc06g072650,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,False,,,,,,
Solyc12g096570,ARGOS,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,0.28215843662321216,0.5442475818452381,True,1.0,0.22754017799938087,0.3366453683069117
Solyc03g082560,Solyc03g082560,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.993830106325897,-0.41287667410714274,True,1.0,-1.0869448938061748,-0.9007153188456192
Solyc01g066740,Solyc01g066740,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.40150906133201314,-0.42368861607142866,True,1.0,-0.4801394535932591,-0.32479134717826064
Solyc04g080250,Solyc04g080250,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.040129103253788934,0.5977957589285716,False,0.023319615912208505,-0.07833925304870153,-0.002401771152384491
Solyc04g064870,Solyc04g064870,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,0.1943595180395694,0.46723865327380965,True,0.9643347050754458,-0.013972860874412074,0.3274371911998679
Solyc02g084600,Solyc02g084600,B,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,0.22955694107017566,-0.47564406622023814,False,0.0,0.08474660121902144,0.374367280921329
Solyc06g053950,Solyc06g053950,C,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-0.024304886601308695,0.4723772321428572,False,0.3347050754458162,-0.13254146623834284,0.08393169303572456
Solyc04g080540,Solyc04g080540,C,GSE285925_No19,boundary_not_used_in_grade,3,3,log2cpm,True,-1.2273780181427059,0.41784086681547616,False,0.0,-1.3404998181245613,-1.1288784511261847
Solyc08g005770,AAT,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,False,,,,,,
Solyc01g006540,loxC,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,0.4385574856882215,0.47509765625,True,1.0,0.3850816734486937,0.48284665039739316
Solyc06g051800,EXP1,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.21403923631744526,0.5537225632440477,False,0.0,-0.2435055425128656,-0.18890874909975786
Solyc10g006880,NOR,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.07560051565117476,0.418398902529762,False,0.0054869684499314125,-0.12130961263765094,-0.011097693301134746
Solyc02g088270,Solyc02g088270,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.7217668593211624,0.543829055059524,False,0.0,-0.8009524784535547,-0.6721772866411548
Solyc03g116510,Solyc03g116510,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.9568301239095622,0.45127650669642855,False,0.0,-1.0840357756785586,-0.7958735722072838
Solyc10g083400,Solyc10g083400,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,1.3135403389273215,0.5841820126488095,True,1.0,1.1471487976007122,1.4598729618851483
Solyc08g014130,IPMS2,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.49536746148719857,0.478701636904762,False,0.0,-0.5411511966699422,-0.4376420067668185
Solyc01g108490,Solyc01g108490,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,False,,,,,,
Solyc10g084600,Solyc10g084600,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.3721412698632891,0.6166178385416667,False,0.037037037037037035,-0.7004331113036587,0.13038639588930323
Solyc02g070890,Solyc02g070890,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,False,,,,,,
Solyc09g092430,Solyc09g092430,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-1.9503319220160857,-0.418701171875,True,1.0,-2.166214847772687,-1.6789702172873204
Solyc08g080630,ER1,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.18584379328949652,0.47013346354166663,False,0.0823045267489712,-0.39422444545938085,0.15651505770869506
Solyc01g104850,Solyc01g104850,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.08405089435032842,-0.5013718377976191,True,0.7585733882030178,-0.2801783046814972,0.11406494799869993
Solyc07g063600,Solyc07g063600,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.5247671727683453,-0.4616582961309524,True,1.0,-0.648314534807224,-0.4173787132255041
Solyc03g118060,Solyc03g118060,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.21874381356563966,0.4217471168154762,False,0.0,-0.31909937723097725,-0.11755067376019301
Solyc10g079050,Solyc10g079050,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.06936285603099357,0.5567452566964286,False,0.010973936899862825,-0.12757776576496216,-0.01114794629702498
Solyc07g042390,Solyc07g042390,A,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-1.1665253949568097,-0.5619187127976191,True,1.0,-1.3232703579304863,-0.9659665165197983
Solyc01g095080,ACS2,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,0.45934392772601207,0.6965680803571429,True,1.0,0.3846041946085652,0.529627472936447
Solyc08g005610,CYP707A2,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-2.2972162674291954,0.4896647135416666,False,0.0,-2.552780002417146,-2.0416525324412467
Solyc12g017530,Solyc12g017530,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,False,,,,,,
Solyc07g054750,Solyc07g054750,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.5280438022891042,0.6946265811011906,False,0.0,-0.6225152499246113,-0.4385028052733847
Solyc02g083380,Solyc02g083380,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,0.33097351802105557,0.4128882998511906,True,1.0,0.18282062052784998,0.47373639315772637
Solyc06g068900,Solyc06g068900,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.7760865807275392,0.5066615513392856,False,0.0,-0.8356422828972645,-0.7146244752532848
Solyc03g114360,Solyc03g114360,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,0.35979958463838635,0.4378255208333335,True,0.9862825788751715,0.0473662871560358,0.6761142677236749
Solyc08g078870,Solyc08g078870,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-1.0174291578611183,0.4613676525297618,False,0.0,-1.199971873171671,-0.8348864425505653
Solyc06g072650,Solyc06g072650,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,False,,,,,,
Solyc12g096570,ARGOS,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-1.130455325513343,0.5442475818452381,False,0.0,-1.3038217835492207,-0.9858827133164971
Solyc03g082560,Solyc03g082560,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.9990640374661468,-0.41287667410714274,True,1.0,-1.186078842033677,-0.7871571851724207
Solyc01g066740,Solyc01g066740,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,0.3448322336142837,-0.42368861607142866,False,0.0,0.16866439908922767,0.5349612760118361
Solyc04g080250,Solyc04g080250,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,0.6814064545728868,0.5977957589285716,True,1.0,0.5114278743613072,0.9540435153656075
Solyc04g064870,Solyc04g064870,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,0.3707452153207451,0.46723865327380965,True,1.0,0.14681453210628526,0.561711517373654
Solyc02g084600,Solyc02g084600,B,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,0.3125641922309066,-0.47564406622023814,False,0.04801097393689986,-0.017837445828372323,0.6429658302901851
Solyc06g053950,Solyc06g053950,C,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-0.018847304990340596,0.4723772321428572,False,0.34705075445816186,-0.12389542805529352,0.08628029461114295
Solyc04g080540,Solyc04g080540,C,GSE285925_No20,boundary_not_used_in_grade,3,3,log2cpm,True,-1.8792697059115477,0.41784086681547616,False,0.0,-2.022704523431816,-1.638644060023882
Solyc08g005770,AAT,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,-0.07613987805443934,0.8120465959821429,False,0.36488340192043894,-0.7293512053091475,0.6014132377665824
Solyc01g006540,loxC,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,0.17148998781150482,0.47509765625,True,0.5967078189300411,-0.9318472316890603,1.2818314508922972
Solyc06g051800,EXP1,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,0.535808425458157,0.5537225632440477,True,0.906721536351166,-0.24998116573271112,1.3215980166490269
Solyc10g006880,NOR,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,-0.5505965362613257,0.418398902529762,False,0.03429355281207133,-1.1625500290884787,0.027627293814948217
Solyc02g088270,Solyc02g088270,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,-0.8590874538536273,0.543829055059524,False,0.0,-1.3771681184259164,-0.36920460776931474
Solyc03g116510,Solyc03g116510,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,1.4372090848262218,0.45127650669642855,True,1.0,0.9685969287493981,1.905821240903045
Solyc10g083400,Solyc10g083400,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,2.6982070944406757,0.5841820126488095,True,1.0,2.1014221677833147,3.3943850683112475
Solyc08g014130,IPMS2,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,0.6502198337384613,0.478701636904762,True,1.0,0.26828074651236306,1.0589507659426474
Solyc01g108490,Solyc01g108490,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,-2.4578176572703527,-0.7807965959821428,True,1.0,-4.107092106162415,-0.8599774432180884
Solyc10g084600,Solyc10g084600,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,2.196626838023112,0.6166178385416667,True,1.0,1.6725693753851094,2.678107665708829
Solyc02g070890,Solyc02g070890,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,0.5439435074955705,0.5818684895833335,True,0.9766803840877915,0.019167256732514737,0.9976326854400055
Solyc09g092430,Solyc09g092430,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,-2.511678428598602,-0.418701171875,True,1.0,-3.8449976441016025,-1.2057112089083133
Solyc08g080630,ER1,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,3.875966727813516,0.47013346354166663,True,1.0,2.7576598922195954,4.916805509114866
Solyc01g104850,Solyc01g104850,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,-1.5540908339631943,-0.5013718377976191,True,1.0,-2.8009043520963783,-0.5440395024439535
Solyc07g063600,Solyc07g063600,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,-2.607944325582132,-0.4616582961309524,True,1.0,-3.0144921884138305,-2.1117191953819323
Solyc03g118060,Solyc03g118060,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,0.9165219627879484,0.4217471168154762,True,0.9725651577503429,-0.09131445739108024,1.9243583829669784
Solyc10g079050,Solyc10g079050,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,3.736294740854107,0.5567452566964286,True,1.0,2.9732768963283656,4.396284059362147
Solyc07g042390,Solyc07g042390,A,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,-1.5110263862163757,-0.5619187127976191,True,1.0,-2.5942929803493455,-0.35352834536088
Solyc01g095080,ACS2,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,0.13522785839858287,0.6965680803571429,True,0.6186556927297668,-0.9328658450355576,1.2027276124529165
Solyc08g005610,CYP707A2,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,0.5656111168895963,0.4896647135416666,True,0.8861454046639232,-0.30158348775136545,1.3847781851088627
Solyc12g017530,Solyc12g017530,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,0.13760686665504007,0.4520786830357142,True,0.7599451303155007,-0.1741244141810503,0.4883263195576717
Solyc07g054750,Solyc07g054750,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,1.283913377320612,0.6946265811011906,True,1.0,0.3768241211593492,1.9716193596751763
Solyc02g083380,Solyc02g083380,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,1.1045198429168464,0.4128882998511906,True,1.0,0.6425695477305728,1.5664701381031207
Solyc06g068900,Solyc06g068900,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,-0.2048738155063825,0.5066615513392856,False,0.15637860082304528,-0.5885172970611343,0.16186236035837887
Solyc03g114360,Solyc03g114360,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,4.659467866966207,0.4378255208333335,True,1.0,3.267791670118915,5.711924345605806
Solyc08g078870,Solyc08g078870,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,3.4138212297622257,0.4613676525297618,True,1.0,2.946786795337179,3.880855664187273
Solyc06g072650,Solyc06g072650,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,1.0438002260824217,0.5408296130952381,True,0.9643347050754458,-0.18205090304099497,2.017250912478775
Solyc12g096570,ARGOS,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,0.3023696366498996,0.5442475818452381,True,0.9396433470507545,-0.0700510673934085,0.6747903406932094
Solyc03g082560,Solyc03g082560,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,-2.5201782482734503,-0.41287667410714274,True,1.0,-3.2134224329953556,-1.8843048484300366
Solyc01g066740,Solyc01g066740,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,-1.7101462476622704,-0.42368861607142866,True,1.0,-2.21395341589239,-1.206339079432152
Solyc04g080250,Solyc04g080250,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,2.319274760517641,0.5977957589285716,True,1.0,1.5554352741810265,2.9636473842114697
Solyc04g064870,Solyc04g064870,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,0.5618560677935518,0.46723865327380965,True,1.0,0.296669479011447,0.8497624310745988
Solyc02g084600,Solyc02g084600,B,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,-1.3588462384806448,-0.47564406622023814,True,1.0,-1.8481724970851507,-0.8849920958685613
Solyc06g053950,Solyc06g053950,C,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,-0.8275142792998018,0.4723772321428572,False,0.0,-1.3691125712710939,-0.305013682840939
Solyc04g080540,Solyc04g080540,C,GSE183836_healthy,development_reuse_sensitivity,3,3,log2cpm,True,2.7382533891207066,0.41784086681547616,True,1.0,1.1828253897177596,4.608429106675425
