gene_id,studyshield_score,permutation_count,empirical_p,bh_fdr
Solyc04g074110,-0.8704523681411359,1000,0.001998001998001998,0.009178939872009179
Solyc03g005780,-0.8716964193980166,1000,0.001998001998001998,0.009178939872009179
Solyc08g013670,-0.8923849835201689,1000,0.001998001998001998,0.009178939872009179
Solyc08g007240,-0.8932684856119347,1000,0.001998001998001998,0.009178939872009179
Solyc01g079240,-0.893677651845618,1000,0.001998001998001998,0.009178939872009179
Solyc11g008630,-0.908539127965913,1000,0.001998001998001998,0.009178939872009179
Solyc01g109180,-0.9121096560146754,1000,0.001998001998001998,0.009178939872009179
Solyc05g041430,-0.9162581143874268,1000,0.001998001998001998,0.009178939872009179
Solyc04g016330,-0.917526556738124,1000,0.001998001998001998,0.009178939872009179
Solyc02g072440,-0.9305496705626704,1000,0.001998001998001998,0.009178939872009179
Solyc02g065350,-0.9384561003370387,1000,0.001998001998001998,0.009178939872009179
Solyc05g054330,-0.939881005646228,1000,0.001998001998001998,0.009178939872009179
Solyc06g071290,-0.9436216682832088,1000,0.001998001998001998,0.009178939872009179
Solyc08g081940,-0.9522839897051114,1000,0.001998001998001998,0.009178939872009179
Solyc02g070800,-0.9571593194815008,1000,0.001998001998001998,0.009178939872009179
Solyc03g115640,-0.9659241744248036,1000,0.001998001998001998,0.009178939872009179
Solyc02g005110,-0.9677707504288068,1000,0.001998001998001998,0.009178939872009179
Solyc06g084050,-0.9704431444262928,1000,0.001998001998001998,0.009178939872009179
Solyc01g108490,-0.9786101168519544,1000,0.001998001998001998,0.009178939872009179
Solyc10g007600,-0.9792152300437283,1000,0.001998001998001998,0.009178939872009179
Solyc08g066430,0.9246492207351752,1000,0.002997002997002997,0.010864135864135864
Solyc05g011960,0.8452812232240213,1000,0.002997002997002997,0.010864135864135864
Solyc02g092580,0.8278353051955002,1000,0.002997002997002997,0.010864135864135864
Solyc10g049230,0.7656455371920864,1000,0.002997002997002997,0.010864135864135864
Solyc05g012020,0.7143283001345089,1000,0.002997002997002997,0.010864135864135864
Solyc05g005550,-0.5827301075854435,1000,0.002997002997002997,0.010864135864135864
Solyc11g012880,-0.6776996555867718,1000,0.002997002997002997,0.010864135864135864
Solyc01g097770,-0.7263105425340507,1000,0.002997002997002997,0.010864135864135864
Solyc12g096870,-0.7642895060272735,1000,0.002997002997002997,0.010864135864135864
Solyc07g063350,-0.7662641071837671,1000,0.002997002997002997,0.010864135864135864
Solyc10g083440,-0.7691491404745657,1000,0.002997002997002997,0.010864135864135864
Solyc11g008810,-0.8046850784075722,1000,0.002997002997002997,0.010864135864135864
Solyc07g043460,-0.805905087514404,1000,0.002997002997002997,0.010864135864135864
Solyc06g048470,-0.811438863037563,1000,0.002997002997002997,0.010864135864135864
Solyc09g014350,-0.8199757765249894,1000,0.002997002997002997,0.010864135864135864
Solyc09g075810,-0.8348793790690381,1000,0.002997002997002997,0.010864135864135864
Solyc10g086320,-0.8432915758484486,1000,0.002997002997002997,0.010864135864135864
Solyc02g083700,-0.865716843113783,1000,0.002997002997002997,0.010864135864135864
Solyc02g023950,-0.8697591574799436,1000,0.002997002997002997,0.010864135864135864
Solyc06g084030,-0.8721716283009424,1000,0.002997002997002997,0.010864135864135864
Solyc09g083190,-0.8817628731008493,1000,0.002997002997002997,0.010864135864135864
Solyc11g066670,-0.908957468874484,1000,0.002997002997002997,0.010864135864135864
Solyc07g063600,-0.9220784652389742,1000,0.002997002997002997,0.010864135864135864
Solyc11g010690,-0.9379574453882074,1000,0.002997002997002997,0.010864135864135864
Solyc03g120890,-0.9403329081561106,1000,0.002997002997002997,0.010864135864135864
Solyc12g006520,-0.9570613078736944,1000,0.002997002997002997,0.010864135864135864
Solyc11g010960,-0.9671442125783288,1000,0.002997002997002997,0.010864135864135864
Solyc05g011970,0.892578507760836,1000,0.003996003996003996,0.012699629137985302
Solyc10g018140,0.8708372981296834,1000,0.003996003996003996,0.012699629137985302
Solyc02g092120,0.780035191030999,1000,0.003996003996003996,0.012699629137985302
Solyc05g015370,0.7144290391189869,1000,0.003996003996003996,0.012699629137985302
Solyc04g064940,-0.6575921748919341,1000,0.003996003996003996,0.012699629137985302
Solyc12g006140,-0.7050006165981656,1000,0.003996003996003996,0.012699629137985302
Solyc01g080680,-0.7122050051205949,1000,0.003996003996003996,0.012699629137985302
Solyc03g115000,-0.7569224820671209,1000,0.003996003996003996,0.012699629137985302
Solyc10g050110,-0.7901567056390897,1000,0.003996003996003996,0.012699629137985302
Solyc03g113350,-0.7927874403690333,1000,0.003996003996003996,0.012699629137985302
Solyc02g063150,-0.7993053638152245,1000,0.003996003996003996,0.012699629137985302
Solyc02g067320,-0.7996144667876112,1000,0.003996003996003996,0.012699629137985302
Solyc11g040150,-0.844195495337012,1000,0.003996003996003996,0.012699629137985302
Solyc09g065670,-0.8451271969661737,1000,0.003996003996003996,0.012699629137985302
Solyc02g092220,-0.8493675844889913,1000,0.003996003996003996,0.012699629137985302
Solyc07g049290,-0.8506341269909174,1000,0.003996003996003996,0.012699629137985302
Solyc03g093360,-0.8570017825871639,1000,0.003996003996003996,0.012699629137985302
Solyc04g009530,-0.875419867502537,1000,0.003996003996003996,0.012699629137985302
Solyc03g114360,0.7580645124600232,1000,0.004995004995004995,0.01514825044236809
Solyc05g014300,0.7534101410854401,1000,0.004995004995004995,0.01514825044236809
Solyc01g090730,-0.6398057615453198,1000,0.004995004995004995,0.01514825044236809
