gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,differential
Solyc11g012850,606.4954219594354,-0.42152107946817446,0.10186455884537353,-4.138054336523728,3.502634318922552e-5,7.020162089484656e-5,FALSE
Solyc05g041440,23.693558539187137,1.878393221299056,0.45404257271752396,4.137042062061592,3.51811637980988e-5,7.050423352234277e-5,TRUE
Solyc11g005760,13.90504302061494,2.6366773469787037,0.6374380795728334,4.136366231439485,3.5284889104452845e-5,7.070439463779776e-5,TRUE
Solyc01g106940,421.7850398374659,-0.5030587764445182,0.12164455002255063,-4.135481419852024,3.5421127496341296e-5,7.096965523326889e-5,FALSE
Solyc11g011160,154.6991855224973,-0.8641215423975165,0.20906033487125875,-4.133359601330642,3.5749871472268555e-5,7.162051953734883e-5,FALSE
Solyc07g053990,1729.3151630602797,0.44992164961874315,0.1088614753725229,4.132974021150417,3.5809921574008534e-5,7.173300515364486e-5,FALSE
Solyc04g007450,445.5569457966429,-0.49879798435176864,0.12069316967421752,-4.132777237503622,3.584060548220389e-5,7.178664748086228e-5,FALSE
Solyc03g044430,707.2701955836428,-0.4894770582144761,0.11843948372494967,-4.1327186071764865,3.584975236665773e-5,7.179714541412671e-5,FALSE
Solyc12g009040,16.959447986778404,2.224573368040514,0.5384655615448216,4.131319673738023,3.6068657738426076e-5,7.222768357358242e-5,TRUE
Solyc03g117310,113.4022883232833,-0.8870676729383037,0.2147354321897662,-4.130979521602114,3.6122076310690525e-5,7.232677582174316e-5,FALSE
Solyc05g054650,11.801526699257666,3.0007981743030188,0.7264690471074265,4.130662120087927,3.61719897976247e-5,7.241882906226691e-5,TRUE
Solyc03g065355,36.82269604497225,1.576714022382481,0.3818897311028091,4.128715422196077,3.64795563872555e-5,7.302664543906325e-5,TRUE
Solyc03g051920,336.29281609912124,-0.5037249225145775,0.12202751980273888,-4.12796165429621,3.659931273682887e-5,7.325840222573226e-5,FALSE
Solyc03g111640,3116.6183626360585,-0.25934645980706283,0.06285233589749947,-4.126281960785179,3.6867521387760106e-5,7.378722326305868e-5,FALSE
Solyc06g053350,506.3647314895119,-0.4567022439624672,0.11071638658077348,-4.124974252382041,3.707762336205863e-5,7.419964622955843e-5,FALSE
Solyc02g083710,3120.5277495672694,0.28433913979066244,0.06894110392933134,4.1243775278406725,3.717387289945203e-5,7.438416300322485e-5,FALSE
Solyc06g083250,233.91318200697654,-0.8393222816050979,0.20358844832274017,-4.122641969718025,3.7455162272251964e-5,7.493886025803308e-5,FALSE
Solyc12g009695,5.487009338078142,5.6587174507350415,1.3728657700588458,4.121828640605184,3.7587676265869514e-5,7.51958050707889e-5,TRUE
Solyc10g086180,307.4316145538324,0.5534724256131489,0.13428825076454262,4.121525319319204,3.763720960781873e-5,7.528670557350726e-5,FALSE
Solyc01g091080,513.5940830420038,0.5638887073812542,0.136823541744966,4.121284248235013,3.767662148074933e-5,7.535734225662224e-5,FALSE
Solyc08g029230,579.1515828042097,0.40698454980404647,0.09878738069270648,4.119803024943391,3.791964276531712e-5,7.583516024312714e-5,FALSE
Solyc10g005490,2034.3007635747656,-0.317298388781549,0.07703180152146909,-4.119057097387455,3.8042588216125486e-5,7.607276179452136e-5,FALSE
Solyc04g082990,97.92410088957124,-0.936127205271576,0.2272759534432151,-4.118901234773468,3.8068325590642455e-5,7.61159483720666e-5,FALSE
Solyc05g009570,173.64585572579597,-0.7062378171871717,0.17146818796345953,-4.118768767403511,3.8090212734052673e-05,7.615142802502342e-5,FALSE
Solyc07g006330,29.945741352460356,1.6116966033473923,0.3913107115819811,4.118713226202436,3.809939317590983e-5,7.616149899442696e-5,TRUE
Solyc01g009030,1498.4536976743366,-0.3935466093672515,0.09556169827469667,-4.118246289805179,3.81766564989065e-5,7.630765210605612e-5,FALSE
