gene_id
Solyc00g005000
Solyc00g005010
Solyc00g005020
Solyc00g005030
Solyc00g005040
Solyc00g005050
Solyc00g005060
Solyc00g005070
Solyc00g005080
Solyc00g005090
Solyc00g005100
Solyc00g005110
Solyc00g005120
Solyc00g005130
Solyc00g005140
Solyc00g005150
Solyc00g005160
Solyc00g005170
Solyc00g005180
Solyc00g005280
Solyc00g005380
Solyc00g005400
Solyc00g005410
Solyc00g005420
Solyc00g005430
Solyc00g005440
Solyc00g005450
Solyc00g005460
Solyc00g005470
Solyc00g005480
Solyc00g005490
Solyc00g005500
Solyc00g005530
Solyc00g005830
Solyc00g005840
Solyc00g005850
Solyc00g005860
Solyc00g005870
Solyc00g005880
Solyc00g005890
Solyc00g005900
Solyc00g005910
Solyc00g005920
Solyc00g005940
Solyc00g005950
Solyc00g005960
Solyc00g005970
Solyc00g005990
Solyc00g006000
Solyc00g006020
Solyc00g006030
Solyc00g006040
Solyc00g006060
Solyc00g006070
Solyc00g006080
Solyc00g006100
Solyc00g006110
Solyc00g006120
Solyc00g006130
Solyc00g006140
Solyc00g006150
Solyc00g006160
Solyc00g006170
Solyc00g006180
Solyc00g006190
Solyc00g006210
Solyc00g006220
Solyc00g006230
Solyc00g006240
Solyc00g006250
Solyc00g006260
Solyc00g006270
Solyc00g006470
Solyc00g006480
Solyc00g006490
Solyc00g006500
Solyc00g006510
Solyc00g006520
Solyc00g006530
Solyc00g006540
Solyc00g006550
Solyc00g006560
Solyc00g006570
Solyc00g006580
Solyc00g006590
Solyc00g006600
Solyc00g006610
Solyc00g006620
Solyc00g006630
Solyc00g006640
Solyc00g006650
Solyc00g006660
Solyc00g006670
Solyc00g006680
Solyc00g006690
Solyc00g006700
Solyc00g006800
Solyc00g006810
Solyc00g006820
Solyc00g006830
Solyc00g006840
Solyc00g006850
Solyc00g006860
Solyc00g006870
Solyc00g006880
Solyc00g006890
Solyc00g006900
Solyc00g007000
Solyc00g007010
Solyc00g007020
Solyc00g007030
Solyc00g007040
Solyc00g007050
Solyc00g007060
Solyc00g007070
Solyc00g007080
Solyc00g007090
Solyc00g007100
Solyc00g007110
Solyc00g007120
Solyc00g007130
Solyc00g007140
Solyc00g007150
Solyc00g007160
Solyc00g007170
Solyc00g007180
Solyc00g007190
Solyc00g007200
Solyc00g007210
Solyc00g007220
Solyc00g007230
Solyc00g007240
Solyc00g007250
Solyc00g007260
Solyc00g007270
Solyc00g007280
Solyc00g007290
Solyc00g007300
Solyc00g007310
Solyc00g007320
Solyc00g007330
Solyc00g007340
Solyc00g007350
Solyc00g007450
Solyc00g007550
Solyc00g007560
Solyc00g007570
Solyc00g007580
Solyc00g007600
Solyc00g007610
Solyc00g007910
Solyc00g007920
Solyc00g007930
Solyc00g007940
Solyc00g007950
Solyc00g007960
Solyc00g007970
Solyc00g007980
Solyc00g007990
Solyc00g008000
Solyc00g008010
Solyc00g008020
Solyc00g008030
Solyc00g008040
Solyc00g008050
Solyc00g008060
Solyc00g008070
Solyc00g008080
Solyc00g008090
Solyc00g008100
Solyc00g008110
Solyc00g008120
Solyc00g008130
Solyc00g008140
Solyc00g008150
Solyc00g008160
Solyc00g008260
Solyc00g008270
Solyc00g008570
Solyc00g008580
Solyc00g008680
Solyc00g008690
Solyc00g008700
Solyc00g008800
Solyc00g008900
Solyc00g008910
Solyc00g009020
Solyc00g009030
Solyc00g009040
Solyc00g009050
Solyc00g009060
Solyc00g009070
Solyc00g009080
Solyc00g009090
Solyc00g009100
Solyc00g009110
Solyc00g009130
Solyc00g009140
Solyc00g009240
Solyc00g009440
Solyc00g009540
Solyc00g009550
Solyc00g009650
Solyc00g009660
Solyc00g009760
Solyc00g009770
Solyc00g009780
Solyc00g009800
Solyc00g010100
Solyc00g010110
Solyc00g010210
Solyc00g010420
Solyc00g010520
Solyc00g010530
Solyc00g010540
Solyc00g010550
Solyc00g010750
Solyc00g010760
Solyc00g010770
Solyc00g010780
Solyc00g010800
Solyc00g010810
Solyc00g010830
Solyc00g010930
Solyc00g011130
Solyc00g011140
Solyc00g011150
Solyc00g011160
Solyc00g011170
Solyc00g011180
Solyc00g011280
Solyc00g011290
Solyc00g011300
Solyc00g011310
Solyc00g011320
Solyc00g011330
Solyc00g011340
Solyc00g011350
Solyc00g011550
