gene_id,effect_source_a,effect_source_b,same_direction,minimum_absolute_effect
Solyc02g070800,-0.4417782738095237,-0.31866164434523814,True,0.31866164434523814
Solyc05g007770,0.4496023995535715,0.31721423921130965,True,0.31721423921130965
Solyc09g005560,0.5317499069940477,0.3167550223214285,True,0.3167550223214285
Solyc11g071980,-0.42976888020833337,-0.31554594494047616,True,0.31554594494047616
Solyc06g006090,-0.5230654761904763,-0.31238374255952384,True,0.31238374255952384
Solyc06g005300,0.41415550595238104,0.31209309895833337,True,0.31209309895833337
Solyc02g084600,-0.47564406622023814,-0.3119768415178571,True,0.3119768415178571
Solyc08g005610,0.4896647135416666,0.3112211681547618,True,0.3112211681547618
Solyc03g114360,0.4378255208333335,0.3109479631696428,True,0.3109479631696428
Solyc08g082250,-0.4323381696428571,-0.3069893973214286,True,0.3069893973214286
Solyc04g081300,-0.48488653273809523,-0.30682663690476186,True,0.30682663690476186
Solyc12g098340,-0.7895856584821428,-0.30644298735119035,True,0.30644298735119035
Solyc12g006520,-0.5703590029761905,-0.30637323288690477,True,0.30637323288690477
Solyc12g009800,-0.5350399925595238,-0.3046526227678571,True,0.3046526227678571
Solyc12g006530,-0.4797595796130952,-0.3040597098214286,True,0.3040597098214286
Solyc12g049520,-0.45514787946428586,-0.30384463355654756,True,0.30384463355654756
Solyc11g056680,-0.5428059895833333,-0.3035539899553572,True,0.3035539899553572
Solyc10g080210,0.8924153645833334,0.3023158482142857,True,0.3023158482142857
Solyc03g078150,-0.4049479166666667,-0.2991303943452381,True,0.2991303943452381
Solyc02g085380,-0.5693359375,-0.29459635416666674,True,0.29459635416666674
Solyc02g085950,-0.6267903645833333,-0.2941196986607143,True,0.2941196986607143
Solyc03g115000,-0.42508370535714285,-0.2937825520833333,True,0.2937825520833333
Solyc05g007120,-0.41495768229166663,-0.2926141648065476,True,0.2926141648065476
Solyc07g043500,-0.47981770833333337,-0.2914399646577381,True,0.2914399646577381
Solyc07g017600,-0.41455078125,-0.289608909970238,True,0.289608909970238
Solyc11g042940,-0.4112025669642857,-0.2895856584821429,True,0.2895856584821429
Solyc09g089750,0.4216889880952381,0.2894170851934524,True,0.2894170851934524
Solyc06g048440,-0.7476981026785714,-0.2870977492559524,True,0.2870977492559524
Solyc01g086920,-0.5659877232142858,-0.28702218191964257,True,0.28702218191964257
Solyc12g013700,0.4827125186011905,0.28549339657738093,True,0.28549339657738093
Solyc07g062550,-0.4413713727678571,-0.28542364211309523,True,0.28542364211309523
Solyc12g011310,0.7006603422619049,0.28172665550595244,True,0.28172665550595244
Solyc07g043460,-0.4239095052083333,-0.2813953218005953,True,0.2813953218005953
Solyc08g063090,-0.5506068638392857,-0.28067452566964285,True,0.28067452566964285
Solyc10g078740,-0.4612978980654762,-0.2788783482142858,True,0.2788783482142858
Solyc11g072310,0.5053129650297619,0.27778552827380953,True,0.27778552827380953
Solyc12g100270,0.4584960937500001,0.27711123511904756,True,0.27711123511904756
Solyc04g064870,0.46723865327380965,0.27497209821428575,True,0.27497209821428575
Solyc02g083380,0.4128882998511906,0.27323986235119035,True,0.27323986235119035
Solyc02g083670,-0.5515718005952382,-0.27310616629464285,True,0.27310616629464285
Solyc11g065350,-0.40159970238095255,-0.27278645833333326,True,0.27278645833333326
Solyc03g098740,0.5283551897321428,0.2682582310267858,True,0.2682582310267858
Solyc03g063730,0.4466029575892856,0.26551455543154767,True,0.26551455543154767
Solyc12g041950,-0.43200102306547616,-0.26527622767857145,True,0.26527622767857145
Solyc05g050290,0.4821893601190475,0.26302083333333315,True,0.26302083333333315
Solyc04g053010,-0.4585425967261905,-0.2624976748511905,True,0.2624976748511905
Solyc07g008210,-0.5699753534226191,-0.26200358072916674,True,0.26200358072916674
Solyc03g116370,-0.46344866071428564,-0.2571905226934524,True,0.2571905226934524
Solyc02g023950,-0.48409598214285726,-0.2563534691220238,True,0.2563534691220238
Solyc11g064910,0.4247058686755953,0.2521623883928572,True,0.2521623883928572
Solyc01g090730,-0.42161923363095244,-0.2517903645833333,True,0.2517903645833333
Solyc12g042010,-0.40816824776785726,-0.251034691220238,True,0.251034691220238
Solyc06g054320,-0.4802362351190476,-0.24937220982142866,True,0.24937220982142866
Solyc07g056700,0.40576171875,0.24647739955357117,True,0.24647739955357117
Solyc07g063600,-0.4616582961309524,-0.24486142113095238,True,0.24486142113095238
Solyc12g055810,-0.434907459077381,-0.2447742280505954,True,0.2447742280505954
