gene_id,binding_replicates,source_peak_count,max_peak_score,min_peak_fdr,replicate_ids,admitted_binding
Solyc10g084990,2,2,1.518961,0.00707,GSM989347;GSM989349,True
Solyc02g063230,2,2,1.518076,0.00541,GSM989347;GSM989349,True
Solyc02g076700,2,2,1.518076,0.00541,GSM989347;GSM989349,True
Solyc02g076710,2,2,1.518076,0.00541,GSM989347;GSM989349,True
Solyc02g079590,2,2,1.518076,0.0041,GSM989347;GSM989349,True
Solyc02g080590,2,2,1.518076,0.00541,GSM989347;GSM989349,True
Solyc02g086290,2,2,1.518076,0.00541,GSM989347;GSM989349,True
Solyc02g086300,2,2,1.518076,0.00541,GSM989347;GSM989349,True
Solyc02g086970,2,2,1.518076,0.00541,GSM989347;GSM989349,True
Solyc02g086980,2,2,1.518076,0.00541,GSM989347;GSM989349,True
Solyc02g087000,2,2,1.518076,0.00541,GSM989347;GSM989349,True
Solyc02g090120,2,3,1.518076,0.00541,GSM989347;GSM989349,True
Solyc02g094190,2,2,1.518076,0.01435,GSM989347;GSM989349,True
Solyc06g069040,2,2,1.51463,0.00387,GSM989347;GSM989349,True
Solyc06g069050,2,2,1.51463,0.00387,GSM989347;GSM989349,True
Solyc08g008370,2,2,1.514368,0.00387,GSM989347;GSM989349,True
Solyc08g061270,2,2,1.514368,0.00387,GSM989347;GSM989349,True
Solyc08g076480,2,2,1.514368,0.00387,GSM989347;GSM989349,True
Solyc08g076870,2,2,1.514368,0.00387,GSM989347;GSM989349,True
Solyc08g077000,2,2,1.514368,0.00387,GSM989347;GSM989349,True
Solyc08g080410,2,2,1.514368,0.00702,GSM989347;GSM989349,True
Solyc08g080420,2,2,1.514368,0.00702,GSM989347;GSM989349,True
Solyc04g079940,2,2,1.511422,0.00387,GSM989347;GSM989349,True
Solyc04g081290,2,2,1.511422,0.00526,GSM989347;GSM989349,True
Solyc04g081440,2,2,1.511422,0.00387,GSM989347;GSM989349,True
Solyc04g081450,2,2,1.511422,0.00387,GSM989347;GSM989349,True
Solyc12g006880,2,2,1.511124,0.00464,GSM989347;GSM989349,True
Solyc12g006890,2,2,1.511124,0.00464,GSM989347;GSM989349,True
Solyc12g006900,2,2,1.511124,0.00464,GSM989347;GSM989349,True
Solyc12g056760,2,2,1.511124,0.00237,GSM989347;GSM989349,True
Solyc12g056770,2,2,1.511124,0.00237,GSM989347;GSM989349,True
Solyc09g010880,2,2,1.509891,0.00308,GSM989347;GSM989349,True
Solyc09g010890,2,2,1.509891,0.00308,GSM989347;GSM989349,True
Solyc09g065520,2,2,1.509891,0.00308,GSM989347;GSM989349,True
Solyc01g099510,2,2,1.509205,0.01161,GSM989347;GSM989348,True
Solyc11g011930,2,2,1.508079,0.01775,GSM989347;GSM989349,True
Solyc11g011940,2,2,1.508079,0.01775,GSM989347;GSM989349,True
Solyc11g065490,2,2,1.508079,0.01775,GSM989347;GSM989349,True
Solyc02g064960,2,2,1.507274,0.01714,GSM989347;GSM989349,True
Solyc02g069270,2,2,1.507274,0.01714,GSM989347;GSM989349,True
Solyc02g071730,2,2,1.507274,0.01714,GSM989347;GSM989349,True
Solyc02g078230,2,2,1.507274,0.00707,GSM989347;GSM989349,True
Solyc02g078240,2,2,1.507274,0.00707,GSM989347;GSM989349,True
Solyc02g079740,2,2,1.507274,0.01714,GSM989347;GSM989349,True
Solyc06g068490,2,5,1.506957,0.00693,GSM989347;GSM989349,True
Solyc06g068500,2,4,1.506957,0.00693,GSM989347;GSM989349,True
Solyc06g083130,2,2,1.506957,0.00619,GSM989347;GSM989349,True
Solyc04g079530,2,2,1.505665,0.01439,GSM989347;GSM989349,True
Solyc03g007700,2,2,1.501123,0.00421,GSM989347;GSM989349,True
Solyc01g007770,2,2,1.497191,0.01439,GSM989347;GSM989349,True
Solyc01g095080,2,2,1.497191,0.01811,GSM989347;GSM989349,True
Solyc01g106970,2,2,1.497191,0.01119,GSM989347;GSM989349,True
Solyc01g108780,2,2,1.497191,0.00541,GSM989347;GSM989349,True
Solyc01g108790,2,2,1.497191,0.00541,GSM989347;GSM989349,True
Solyc01g108800,2,2,1.497191,0.00541,GSM989347;GSM989349,True
Solyc01g111640,2,2,1.497191,0.01372,GSM989347;GSM989349,True
Solyc01g111650,2,2,1.497191,0.01372,GSM989347;GSM989349,True
Solyc03g025720,2,2,1.495793,0.00686,GSM989347;GSM989349,True
Solyc03g113710,2,2,1.495793,0.02184,GSM989347;GSM989349,True
Solyc10g084630,2,2,1.495036,0.0,GSM989348;GSM989349,True
Solyc10g084640,2,2,1.495036,0.0,GSM989348;GSM989349,True
Solyc06g011470,2,2,1.493761,0.01991,GSM989347;GSM989348,True
Solyc12g006850,2,2,1.489688,0.00237,GSM989347;GSM989349,True
Solyc12g011420,2,2,1.489688,0.00237,GSM989347;GSM989349,True
Solyc12g011430,2,2,1.489688,0.00237,GSM989347;GSM989349,True
Solyc12g013840,2,2,1.489688,0.00237,GSM989347;GSM989349,True
Solyc12g099810,2,2,1.489688,0.00237,GSM989347;GSM989349,True
Solyc05g050010,2,4,1.488743,0.00898,GSM989347;GSM989349,True
Solyc05g051470,2,2,1.488743,0.00702,GSM989347;GSM989349,True
Solyc05g054730,2,2,1.488743,0.01161,GSM989347;GSM989349,True
Solyc07g063000,2,2,1.488602,0.00805,GSM989347;GSM989349,True
Solyc07g064680,2,2,1.488602,0.01439,GSM989347;GSM989349,True
Solyc07g065990,2,2,1.488602,0.0,GSM989347;GSM989349,True
Solyc07g066000,2,2,1.488602,0.0,GSM989347;GSM989349,True
Solyc01g005900,2,2,1.486482,0.00541,GSM989347;GSM989349,True
Solyc01g005910,2,2,1.486482,0.00541,GSM989347;GSM989349,True
Solyc01g102310,2,2,1.486482,0.0041,GSM989347;GSM989349,True
Solyc01g104570,2,2,1.486482,0.00541,GSM989347;GSM989349,True
Solyc01g104580,2,2,1.486482,0.00541,GSM989347;GSM989349,True
Solyc02g069910,2,2,1.484341,0.00619,GSM989347;GSM989349,True
Solyc02g069920,2,2,1.484341,0.00619,GSM989347;GSM989349,True
Solyc02g090160,2,2,1.484341,0.00619,GSM989347;GSM989349,True
Solyc08g080080,2,2,1.482147,0.00421,GSM989347;GSM989349,True
Solyc07g005430,2,2,1.481574,0.00421,GSM989347;GSM989349,True
Solyc07g008100,2,2,1.481574,0.00421,GSM989347;GSM989349,True
Solyc07g008840,2,2,1.481574,0.00421,GSM989347;GSM989349,True
Solyc09g005080,2,2,1.480493,0.00162,GSM989347;GSM989349,True
Solyc09g005090,2,2,1.480493,0.00162,GSM989347;GSM989349,True
Solyc09g014310,2,2,1.480493,0.01702,GSM989347;GSM989349,True
Solyc04g057930,2,2,1.479264,0.00478,GSM989347;GSM989349,True
Solyc04g076680,2,2,1.479264,0.00162,GSM989347;GSM989349,True
Solyc09g090640,2,2,1.478434,0.00181,GSM989347;GSM989349,True
Solyc09g098070,2,2,1.478434,0.00181,GSM989347;GSM989349,True
Solyc09g098080,2,2,1.478434,0.00181,GSM989347;GSM989349,True
Solyc10g083180,2,2,1.476788,0.00387,GSM989347;GSM989349,True
Solyc10g083190,2,2,1.476788,0.00387,GSM989347;GSM989349,True
Solyc10g039340,2,2,1.476768,0.02102,GSM989347;GSM989349,True
Solyc10g044450,2,2,1.476768,0.01702,GSM989347;GSM989349,True
Solyc10g076570,2,2,1.476768,0.02102,GSM989347;GSM989349,True
Solyc10g076580,2,2,1.476768,0.02102,GSM989347;GSM989349,True
Solyc08g005610,2,2,1.474557,0.00619,GSM989347;GSM989348,True
Solyc08g062680,2,2,1.474557,0.01316,GSM989347;GSM989348,True
Solyc08g062690,2,2,1.474557,0.01316,GSM989347;GSM989348,True
Solyc08g060810,2,3,1.472825,0.00619,GSM989347;GSM989349,True
Solyc08g061060,2,2,1.472825,0.01032,GSM989347;GSM989349,True
Solyc08g066870,2,2,1.472825,0.01702,GSM989347;GSM989349,True
Solyc08g079540,2,2,1.472825,0.00898,GSM989347;GSM989349,True
Solyc08g079550,2,2,1.472825,0.00898,GSM989347;GSM989349,True
Solyc08g079560,2,2,1.472825,0.00898,GSM989347;GSM989349,True
Solyc12g088750,2,2,1.470283,0.0,GSM989347;GSM989349,True
Solyc11g012320,2,2,1.470236,0.00105,GSM989347;GSM989349,True
Solyc03g026270,2,2,1.46849,0.0041,GSM989347;GSM989349,True
Solyc03g026280,2,2,1.46849,0.0041,GSM989347;GSM989349,True
Solyc03g116750,2,2,1.46849,0.0041,GSM989347;GSM989349,True
Solyc03g117590,2,2,1.46849,0.00541,GSM989347;GSM989349,True
Solyc03g118290,2,2,1.46849,0.00541,GSM989347;GSM989349,True
Solyc03g121050,2,2,1.46849,0.00541,GSM989347;GSM989349,True
Solyc06g009290,2,4,1.468317,0.00898,GSM989347;GSM989349,True
Solyc06g009300,2,4,1.468317,0.00898,GSM989347;GSM989349,True
Solyc06g066420,2,3,1.468317,0.00619,GSM989347;GSM989349,True
Solyc06g072360,2,2,1.468317,0.01714,GSM989347;GSM989349,True
Solyc06g073970,2,2,1.468317,0.00694,GSM989347;GSM989349,True
Solyc06g073980,2,2,1.468317,0.00694,GSM989347;GSM989349,True
Solyc06g083230,2,2,1.468317,0.00694,GSM989347;GSM989349,True
Solyc06g083240,2,2,1.468317,0.00694,GSM989347;GSM989349,True
Solyc06g083250,2,2,1.468317,0.00694,GSM989347;GSM989349,True
Solyc02g064730,2,3,1.467609,0.01372,GSM989347;GSM989349,True
Solyc02g064740,2,3,1.467609,0.01372,GSM989347;GSM989349,True
Solyc02g084000,2,3,1.467609,0.00805,GSM989347;GSM989349,True
Solyc11g010490,2,2,1.46732,0.01119,GSM989347;GSM989349,True
Solyc11g069350,2,2,1.46732,0.00181,GSM989347;GSM989349,True
Solyc04g005630,2,2,1.464971,0.01439,GSM989347;GSM989349,True
Solyc04g005640,2,2,1.464971,0.01439,GSM989347;GSM989349,True
Solyc04g055080,2,2,1.464971,0.01811,GSM989347;GSM989349,True
Solyc05g052040,2,3,1.455776,0.0,GSM989347;GSM989349,True
Solyc01g005600,2,2,1.455602,0.01376,GSM989347;GSM989349,True
Solyc01g005610,2,2,1.455602,0.01376,GSM989347;GSM989349,True
Solyc01g065720,2,2,1.455602,0.01702,GSM989347;GSM989349,True
Solyc01g095730,2,2,1.455602,0.03008,GSM989347;GSM989349,True
Solyc01g108020,2,2,1.455602,0.01027,GSM989347;GSM989349,True
Solyc01g108840,2,2,1.455602,0.02102,GSM989347;GSM989349,True
Solyc03g031890,2,2,1.455366,0.00831,GSM989347;GSM989349,True
Solyc03g044910,2,2,1.455366,0.01439,GSM989347;GSM989349,True
Solyc01g009590,2,2,1.453449,0.00619,GSM989347;GSM989349,True
Solyc01g100460,2,2,1.453449,0.00484,GSM989347;GSM989349,True
Solyc01g100480,2,2,1.453449,0.00484,GSM989347;GSM989349,True
Solyc01g103910,2,2,1.453449,0.00619,GSM989347;GSM989349,True
Solyc01g108350,2,3,1.453449,0.00619,GSM989347;GSM989349,True
Solyc02g036350,2,2,1.450606,0.00707,GSM989347;GSM989349,True
Solyc02g072080,2,3,1.450606,0.00707,GSM989347;GSM989349,True
Solyc02g078030,2,2,1.450606,0.00707,GSM989347;GSM989349,True
Solyc02g086460,2,2,1.450606,0.00707,GSM989347;GSM989349,True
Solyc06g035690,2,2,1.450178,0.00541,GSM989347;GSM989349,True
Solyc06g051500,2,2,1.450178,0.00541,GSM989347;GSM989349,True
Solyc06g051510,2,2,1.450178,0.00541,GSM989347;GSM989349,True
Solyc06g074740,2,3,1.450178,0.00541,GSM989347;GSM989349,True
Solyc08g016420,2,3,1.449926,0.00541,GSM989347;GSM989349,True
Solyc08g016430,2,3,1.449926,0.00541,GSM989347;GSM989349,True
Solyc08g068350,2,2,1.449926,0.00541,GSM989347;GSM989349,True
Solyc08g077780,2,2,1.449926,0.00541,GSM989347;GSM989349,True
Solyc07g007390,2,4,1.449366,0.00541,GSM989347;GSM989349,True
Solyc07g007920,2,2,1.449366,0.00957,GSM989347;GSM989349,True
Solyc07g007930,2,2,1.449366,0.00957,GSM989347;GSM989349,True
Solyc07g047800,2,2,1.449366,0.00541,GSM989347;GSM989349,True
Solyc07g063340,2,3,1.449366,0.00541,GSM989347;GSM989349,True
Solyc05g005700,2,2,1.447389,0.00999,GSM989347;GSM989349,True
Solyc05g008250,2,2,1.447389,0.01702,GSM989347;GSM989349,True
Solyc05g052630,2,2,1.447389,0.02102,GSM989347;GSM989349,True
Solyc07g009530,2,2,1.447252,0.00707,GSM989347;GSM989349,True
Solyc07g009540,2,2,1.447252,0.00707,GSM989347;GSM989349,True
Solyc07g062530,2,2,1.447252,0.01023,GSM989347;GSM989349,True
Solyc07g064410,2,2,1.447252,0.00707,GSM989347;GSM989349,True
Solyc07g064420,2,2,1.447252,0.00707,GSM989347;GSM989349,True
Solyc04g074850,2,2,1.447106,0.00957,GSM989347;GSM989349,True
Solyc10g074940,2,2,1.445367,0.00421,GSM989347;GSM989349,True
Solyc09g008170,2,2,1.439368,0.01504,GSM989347;GSM989349,True
Solyc09g008180,2,2,1.439368,0.01504,GSM989347;GSM989349,True
Solyc03g031980,2,2,1.435857,0.00619,GSM989347;GSM989349,True
Solyc10g008400,2,2,1.434574,0.01702,GSM989347;GSM989349,True
Solyc10g081460,2,3,1.434574,0.00554,GSM989347;GSM989349,True
Solyc08g061020,2,2,1.431913,0.01595,GSM989347;GSM989349,True
Solyc08g069040,2,2,1.431913,0.01702,GSM989347;GSM989349,True
Solyc08g079430,2,2,1.431913,0.00898,GSM989347;GSM989349,True
Solyc08g079440,2,2,1.431913,0.00898,GSM989347;GSM989349,True
Solyc08g081890,2,2,1.431913,0.00898,GSM989347;GSM989349,True
Solyc06g075160,2,2,1.429677,0.00619,GSM989347;GSM989349,True
Solyc12g088420,2,2,1.429442,0.01593,GSM989347;GSM989349,True
Solyc12g088430,2,2,1.429442,0.01593,GSM989347;GSM989349,True
Solyc12g088440,2,2,1.429442,0.01593,GSM989347;GSM989349,True
Solyc12g096570,2,2,1.429442,0.00484,GSM989347;GSM989349,True
Solyc12g098360,2,2,1.429442,0.02102,GSM989347;GSM989349,True
Solyc12g098370,2,2,1.429442,0.02102,GSM989347;GSM989349,True
Solyc12g098740,2,2,1.429442,0.02102,GSM989347;GSM989349,True
Solyc12g099340,2,2,1.429442,0.00999,GSM989347;GSM989349,True
Solyc12g099350,2,2,1.429442,0.00999,GSM989347;GSM989349,True
Solyc02g078600,2,2,1.427944,0.00805,GSM989347;GSM989349,True
Solyc02g078610,2,2,1.427944,0.00805,GSM989347;GSM989349,True
Solyc02g082510,2,4,1.427944,0.00805,GSM989347;GSM989349,True
Solyc02g082520,2,4,1.427944,0.00805,GSM989347;GSM989349,True
Solyc11g007770,2,3,1.426562,0.00898,GSM989347;GSM989349,True
Solyc11g064900,2,2,1.426562,0.00421,GSM989347;GSM989349,True
Solyc04g011520,2,2,1.424277,0.02102,GSM989347;GSM989349,True
Solyc04g014850,2,2,1.424277,0.02102,GSM989347;GSM989349,True
Solyc04g051680,2,2,1.424277,0.00805,GSM989347;GSM989349,True
Solyc04g053120,2,3,1.424277,0.01761,GSM989347;GSM989349,True
Solyc05g052790,2,4,1.424129,0.00541,GSM989347;GSM989349,True
Solyc01g087970,2,2,1.420416,0.01504,GSM989347;GSM989349,True
Solyc01g096500,2,2,1.420416,0.00707,GSM989347;GSM989349,True
Solyc01g101120,2,2,1.420416,0.00464,GSM989347;GSM989349,True
Solyc06g063050,2,2,1.417951,0.00619,GSM989347;GSM989349,True
Solyc06g063060,2,2,1.417951,0.00619,GSM989347;GSM989349,True
Solyc06g072650,2,2,1.417951,0.00484,GSM989347;GSM989349,True
Solyc06g076450,2,2,1.417951,0.00619,GSM989347;GSM989349,True
Solyc06g076460,2,2,1.417951,0.00619,GSM989347;GSM989349,True
Solyc08g079480,2,3,1.417706,0.00619,GSM989347;GSM989349,True
Solyc02g068340,2,2,1.416871,0.00898,GSM989347;GSM989349,True
Solyc02g071180,2,3,1.416871,0.00898,GSM989347;GSM989349,True
Solyc02g071190,2,3,1.416871,0.00898,GSM989347;GSM989349,True
Solyc02g087900,2,2,1.416871,0.00898,GSM989347;GSM989349,True
Solyc02g087910,2,2,1.416871,0.00898,GSM989347;GSM989349,True
Solyc02g092490,2,2,1.416871,0.00898,GSM989347;GSM989349,True
Solyc09g011060,2,2,1.415522,0.00541,GSM989347;GSM989349,True
Solyc09g059430,2,2,1.415522,0.00541,GSM989347;GSM989349,True
Solyc03g019650,2,2,1.41494,0.0078,GSM989347;GSM989349,True
Solyc03g026250,2,2,1.41494,0.02102,GSM989347;GSM989349,True
Solyc03g116630,2,2,1.41494,0.00668,GSM989347;GSM989349,True
Solyc03g116640,2,2,1.41494,0.00668,GSM989347;GSM989349,True
Solyc01g008080,2,2,1.414014,0.02408,GSM989347;GSM989349,True
Solyc01g068000,2,2,1.414014,0.02138,GSM989347;GSM989349,True
Solyc01g079170,2,2,1.414014,0.00693,GSM989347;GSM989349,True
Solyc01g095890,2,2,1.414014,0.00949,GSM989347;GSM989349,True
Solyc01g109310,2,2,1.414014,0.01161,GSM989347;GSM989349,True
Solyc10g083400,2,2,1.413946,0.0041,GSM989347;GSM989349,True
Solyc05g052860,2,2,1.406035,0.0192,GSM989347;GSM989349,True
Solyc07g056570,2,4,1.405902,0.01161,GSM989347;GSM989349,True
Solyc03g122300,2,2,1.403754,0.01504,GSM989347;GSM989348,True
Solyc03g080010,2,2,1.403224,0.00464,GSM989347;GSM989349,True
Solyc03g080020,2,2,1.403224,0.00464,GSM989347;GSM989349,True
Solyc12g096670,2,2,1.398482,0.00585,GSM989347;GSM989349,True
Solyc12g099760,2,2,1.398482,0.00421,GSM989347;GSM989349,True
Solyc12g099770,2,2,1.398482,0.00421,GSM989347;GSM989349,True
Solyc09g066410,2,2,1.398243,0.02408,GSM989347;GSM989349,True
Solyc09g082470,2,2,1.398243,0.00619,GSM989347;GSM989349,True
Solyc10g009430,2,2,1.392381,0.02579,GSM989347;GSM989349,True
Solyc06g059740,2,2,1.391037,0.02456,GSM989347;GSM989349,True
Solyc06g076770,2,2,1.391037,0.01702,GSM989347;GSM989349,True
Solyc08g065610,2,2,1.391002,0.01439,GSM989347;GSM989349,True
Solyc08g080660,2,2,1.391002,0.01376,GSM989347;GSM989349,True
Solyc08g080670,2,2,1.391002,0.01376,GSM989347;GSM989349,True
Solyc08g080680,2,2,1.391002,0.01376,GSM989347;GSM989349,True
Solyc08g080960,2,2,1.391002,0.01238,GSM989347;GSM989349,True
Solyc12g010160,2,2,1.3886,0.00541,GSM989347;GSM989349,True
Solyc12g044940,2,2,1.3886,0.00541,GSM989347;GSM989349,True
Solyc02g071110,2,2,1.388279,0.02184,GSM989347;GSM989349,True
Solyc02g071120,2,2,1.388279,0.02184,GSM989347;GSM989349,True
Solyc02g072120,2,2,1.388279,0.02102,GSM989347;GSM989349,True
Solyc02g072130,2,2,1.388279,0.02102,GSM989347;GSM989349,True
Solyc02g090840,2,2,1.388279,0.01761,GSM989347;GSM989349,True
Solyc02g090850,2,2,1.388279,0.01761,GSM989347;GSM989349,True
Solyc02g092530,2,2,1.388279,0.01439,GSM989347;GSM989349,True
Solyc02g092550,2,2,1.388279,0.01439,GSM989347;GSM989349,True
Solyc02g092630,2,2,1.388279,0.02102,GSM989347;GSM989349,True
Solyc02g092640,2,2,1.388279,0.02102,GSM989347;GSM989349,True
Solyc01g107400,2,2,1.387383,0.00898,GSM989347;GSM989349,True
Solyc01g108490,2,2,1.387383,0.01238,GSM989347;GSM989349,True
Solyc11g005450,2,2,1.385803,0.01439,GSM989347;GSM989349,True
Solyc11g005720,2,2,1.385803,0.02138,GSM989347;GSM989349,True
Solyc11g005730,2,2,1.385803,0.02138,GSM989347;GSM989349,True
Solyc11g010380,2,2,1.385803,0.00541,GSM989347;GSM989349,True
Solyc11g012150,2,2,1.385803,0.00949,GSM989347;GSM989349,True
Solyc11g012160,2,2,1.385803,0.00949,GSM989347;GSM989349,True
Solyc11g012420,2,2,1.385803,0.01023,GSM989347;GSM989349,True
Solyc11g012430,2,2,1.385803,0.01023,GSM989347;GSM989349,True
Solyc06g006100,2,2,1.385725,0.00464,GSM989347;GSM989349,True
Solyc06g076040,2,2,1.385725,0.00464,GSM989347;GSM989349,True
Solyc08g074560,2,2,1.385485,0.00707,GSM989347;GSM989349,True
Solyc08g074570,2,2,1.385485,0.00707,GSM989347;GSM989349,True
Solyc08g077020,2,3,1.385485,0.00464,GSM989347;GSM989349,True
Solyc08g078870,2,3,1.385485,0.00707,GSM989347;GSM989348,True
Solyc07g006890,2,4,1.38495,0.00707,GSM989347;GSM989349,True
Solyc07g044980,2,2,1.38495,0.00707,GSM989347;GSM989349,True
Solyc07g056520,2,2,1.38495,0.00707,GSM989347;GSM989349,True
Solyc09g063010,2,2,1.384066,0.00619,GSM989347;GSM989349,True
Solyc09g091290,2,2,1.384066,0.00702,GSM989347;GSM989349,True
Solyc09g091300,2,2,1.384066,0.00702,GSM989347;GSM989349,True
Solyc04g005760,2,2,1.383584,0.01439,GSM989347;GSM989349,True
Solyc04g005770,2,2,1.383584,0.01439,GSM989347;GSM989349,True
Solyc04g009640,2,2,1.383584,0.01119,GSM989347;GSM989349,True
Solyc04g009790,2,3,1.383584,0.00707,GSM989347;GSM989349,True
Solyc04g078390,2,2,1.383584,0.02138,GSM989347;GSM989349,True
Solyc04g079750,2,2,1.383584,0.01761,GSM989347;GSM989349,True
Solyc04g079760,2,2,1.383584,0.01761,GSM989347;GSM989349,True
Solyc02g071910,2,2,1.383136,0.01161,GSM989347;GSM989349,True
Solyc02g091840,2,2,1.383136,0.01161,GSM989347;GSM989349,True
Solyc04g078660,2,2,1.38279,0.00464,GSM989347;GSM989349,True
Solyc11g009000,2,3,1.378347,0.00541,GSM989347;GSM989349,True
Solyc11g068450,2,2,1.378347,0.00541,GSM989347;GSM989349,True
Solyc03g114150,2,2,1.374513,0.00898,GSM989347;GSM989349,True
Solyc01g088100,2,2,1.372425,0.01439,GSM989347;GSM989349,True
Solyc01g099200,2,2,1.372425,0.01593,GSM989347;GSM989349,True
Solyc01g109430,2,2,1.372425,0.02184,GSM989347;GSM989349,True
Solyc01g109440,2,2,1.372425,0.02184,GSM989347;GSM989349,True
Solyc03g112940,2,2,1.370591,0.00898,GSM989347;GSM989349,True
Solyc03g117290,2,2,1.370591,0.01238,GSM989347;GSM989349,True
Solyc03g117300,2,2,1.370591,0.01238,GSM989347;GSM989349,True
Solyc05g050970,2,2,1.364681,0.01702,GSM989347;GSM989349,True
Solyc05g055230,2,2,1.364681,0.02726,GSM989347;GSM989349,True
Solyc05g055240,2,2,1.364681,0.02726,GSM989347;GSM989349,True
Solyc05g055630,2,2,1.364681,0.01161,GSM989347;GSM989349,True
Solyc07g005760,2,2,1.364552,0.00693,GSM989347;GSM989349,True
Solyc07g018340,2,2,1.364552,0.00694,GSM989347;GSM989349,True
Solyc07g053550,2,3,1.364552,0.01945,GSM989347;GSM989349,True
Solyc09g008130,2,2,1.357118,0.00694,GSM989347;GSM989349,True
Solyc09g008140,2,2,1.357118,0.00694,GSM989347;GSM989349,True
Solyc09g064280,2,2,1.357118,0.02579,GSM989347;GSM989349,True
Solyc09g064290,2,2,1.357118,0.02579,GSM989347;GSM989349,True
Solyc09g066440,2,2,1.357118,0.01161,GSM989347;GSM989349,True
Solyc01g088590,2,2,1.35435,0.01161,GSM989347;GSM989349,True
Solyc01g094780,2,3,1.35435,0.01161,GSM989347;GSM989349,True
Solyc01g094790,2,3,1.35435,0.01161,GSM989347;GSM989349,True
Solyc06g068170,2,2,1.353499,0.00898,GSM989347;GSM989348,True
Solyc06g068180,2,2,1.353499,0.00898,GSM989347;GSM989348,True
Solyc06g068190,2,2,1.353499,0.00898,GSM989347;GSM989348,True
Solyc06g075370,2,2,1.353499,0.00898,GSM989347;GSM989349,True
Solyc06g075380,2,2,1.353499,0.00898,GSM989347;GSM989349,True
Solyc06g076230,2,2,1.353499,0.01238,GSM989347;GSM989349,True
Solyc06g076240,2,2,1.353499,0.01238,GSM989347;GSM989349,True
Solyc06g076250,2,2,1.353499,0.01238,GSM989347;GSM989349,True
Solyc08g067320,2,2,1.353265,0.00898,GSM989347;GSM989349,True
Solyc08g067330,2,2,1.353265,0.00898,GSM989347;GSM989349,True
Solyc08g067340,2,2,1.353265,0.00898,GSM989347;GSM989349,True
Solyc07g005440,2,2,1.352741,0.00898,GSM989347;GSM989349,True
Solyc07g051840,2,2,1.352741,0.01253,GSM989347;GSM989349,True
Solyc07g064130,2,2,1.352741,0.00898,GSM989347;GSM989349,True
Solyc06g035570,2,2,1.352397,0.00805,GSM989347;GSM989349,True
Solyc06g035700,2,2,1.352397,0.00694,GSM989347;GSM989349,True
Solyc06g066700,2,2,1.352397,0.02102,GSM989347;GSM989349,True
Solyc06g066710,2,2,1.352397,0.02102,GSM989347;GSM989349,True
Solyc06g072100,2,3,1.352397,0.00805,GSM989347;GSM989349,True
Solyc06g072110,2,3,1.352397,0.00805,GSM989347;GSM989349,True
Solyc04g040190,2,2,1.350632,0.00554,GSM989347;GSM989349,True
Solyc04g040200,2,2,1.350632,0.00554,GSM989347;GSM989349,True
Solyc10g084610,2,2,1.350188,0.00898,GSM989347;GSM989349,True
Solyc10g084620,2,2,1.350188,0.00898,GSM989347;GSM989349,True
Solyc10g085820,2,3,1.350188,0.00554,GSM989347;GSM989349,True
Solyc10g085830,2,2,1.350188,0.00554,GSM989347;GSM989349,True
Solyc10g085840,2,3,1.350188,0.00554,GSM989347;GSM989349,True
Solyc08g007190,2,2,1.35009,0.02726,GSM989347;GSM989349,True
Solyc08g079790,2,2,1.35009,0.0192,GSM989347;GSM989349,True
Solyc08g079810,2,2,1.35009,0.0192,GSM989347;GSM989349,True
Solyc08g083040,2,2,1.35009,0.01053,GSM989347;GSM989349,True
Solyc08g083050,2,2,1.35009,0.01053,GSM989347;GSM989349,True
Solyc08g083060,2,2,1.35009,0.01053,GSM989347;GSM989349,True
Solyc02g067810,2,3,1.349401,0.01439,GSM989347;GSM989349,True
Solyc02g076820,2,2,1.349401,0.01032,GSM989347;GSM989349,True
Solyc02g078400,2,3,1.349401,0.01439,GSM989347;GSM989349,True
Solyc02g083760,2,3,1.349401,0.01439,GSM989347;GSM989349,True
Solyc02g083770,2,3,1.349401,0.01439,GSM989347;GSM989349,True
Solyc02g092790,2,2,1.349401,0.00694,GSM989347;GSM989349,True
Solyc02g093500,2,2,1.349401,0.01439,GSM989347;GSM989349,True
Solyc02g093510,2,2,1.349401,0.01439,GSM989347;GSM989349,True
Solyc02g078410,2,3,1.348614,0.02138,GSM989347;GSM989349,True
Solyc02g078430,2,3,1.348614,0.02138,GSM989347;GSM989349,True
Solyc02g085350,2,2,1.348614,0.01897,GSM989347;GSM989349,True
Solyc02g088190,2,2,1.348614,0.01053,GSM989347;GSM989349,True
Solyc02g089350,2,2,1.348614,0.02685,GSM989347;GSM989349,True
Solyc12g008800,2,2,1.347759,0.02726,GSM989347;GSM989349,True
Solyc12g009020,2,3,1.347759,0.01119,GSM989347;GSM989349,True
Solyc12g009030,2,3,1.347759,0.01119,GSM989347;GSM989349,True
Solyc12g055770,2,2,1.347759,0.00619,GSM989347;GSM989349,True
Solyc11g069430,2,3,1.347717,0.00484,GSM989347;GSM989349,True
Solyc11g072890,2,2,1.347717,0.00619,GSM989347;GSM989349,True
Solyc04g064610,2,2,1.34289,0.02831,GSM989347;GSM989349,True
Solyc04g072930,2,2,1.34289,0.01119,GSM989347;GSM989349,True
Solyc04g074180,2,2,1.34289,0.00999,GSM989347;GSM989349,True
Solyc04g078060,2,2,1.34289,0.00805,GSM989347;GSM989349,True
Solyc03g082660,2,2,1.337958,0.01027,GSM989347;GSM989349,True
