gene_id,binding_replicates,source_peak_count,max_peak_score,min_peak_fdr,replicate_ids,admitted_binding
Solyc02g082270,2,2,2.022921,0.0,GSM989347;GSM989349,True
Solyc01g088660,2,2,2.015008,0.0,GSM989347;GSM989349,True
Solyc01g098110,2,3,2.015008,0.0,GSM989347;GSM989349,True
Solyc06g076320,2,3,1.998022,0.0,GSM989347;GSM989349,True
Solyc01g105660,2,2,1.996255,0.00183,GSM989347;GSM989349,True
Solyc03g096920,2,3,1.99062,0.0,GSM989347;GSM989349,True
Solyc03g115770,2,4,1.99062,0.0,GSM989347;GSM989349,True
Solyc10g050860,2,2,1.979524,0.0,GSM989347;GSM989349,True
Solyc04g080790,2,2,1.961632,0.0,GSM989347;GSM989349,True
Solyc02g062670,2,2,1.956632,0.0,GSM989347;GSM989349,True
Solyc01g081540,2,2,1.948942,0.0,GSM989347;GSM989349,True
Solyc01g081550,2,2,1.948942,0.0,GSM989347;GSM989349,True
Solyc10g079050,2,2,1.948103,0.0,GSM989347;GSM989349,True
Solyc02g078460,2,2,1.94359,0.00085,GSM989347;GSM989349,True
Solyc10g019090,2,2,1.940895,0.01504,GSM989348;GSM989349,True
Solyc03g120450,2,2,1.940489,0.0,GSM989347;GSM989349,True
Solyc09g072530,2,3,1.932866,0.0,GSM989348;GSM989349,True
Solyc09g072540,2,3,1.932866,0.0,GSM989348;GSM989349,True
Solyc09g072550,2,3,1.932866,0.0,GSM989348;GSM989349,True
Solyc04g080240,2,2,1.929474,0.0,GSM989347;GSM989348,True
Solyc04g080250,2,2,1.929474,0.0,GSM989347;GSM989348,True
Solyc02g089640,2,3,1.922897,0.0,GSM989347;GSM989349,True
Solyc02g093020,2,2,1.922897,0.0,GSM989347;GSM989349,True
Solyc12g010300,2,2,1.919536,0.0,GSM989347;GSM989349,True
Solyc12g010320,2,2,1.919536,0.0,GSM989347;GSM989349,True
Solyc01g090810,2,3,1.913077,0.00387,GSM989347;GSM989349,True
Solyc02g062560,2,2,1.903925,0.00929,GSM989347;GSM989349,True
Solyc02g071830,2,2,1.903314,0.01707,GSM989348;GSM989349,True
Solyc02g071840,2,2,1.903314,0.01707,GSM989348;GSM989349,True
Solyc02g071850,2,2,1.903314,0.01707,GSM989348;GSM989349,True
Solyc02g083840,2,2,1.903314,0.0,GSM989347;GSM989348,True
Solyc06g073180,2,3,1.901344,0.0,GSM989347;GSM989349,True
Solyc07g054440,2,2,1.90028,0.0,GSM989347;GSM989349,True
Solyc03g120550,2,4,1.900062,0.00181,GSM989347;GSM989349,True
Solyc04g024960,2,2,1.889091,0.02412,GSM989347;GSM989348,True
Solyc09g098460,2,2,1.887363,0.0,GSM989347;GSM989349,True
Solyc01g100810,2,2,1.882877,0.0,GSM989347;GSM989349,True
Solyc08g075320,2,2,1.881943,0.00554,GSM989347;GSM989349,True
Solyc08g081030,2,2,1.881943,0.01504,GSM989347;GSM989349,True
Solyc08g081040,2,2,1.881943,0.01504,GSM989347;GSM989349,True
Solyc08g081050,2,2,1.881943,0.01504,GSM989347;GSM989349,True
Solyc11g013170,2,2,1.874909,0.0,GSM989347;GSM989349,True
Solyc01g087990,2,4,1.871489,0.00421,GSM989347;GSM989349,True
Solyc01g009000,2,2,1.857483,0.03715,GSM989348;GSM989349,True
Solyc01g009010,2,2,1.857483,0.03715,GSM989348;GSM989349,True
Solyc01g098010,2,2,1.857483,0.02138,GSM989347;GSM989348,True
Solyc01g098020,2,2,1.857483,0.02138,GSM989347;GSM989348,True
Solyc01g098030,2,2,1.857483,0.02138,GSM989347;GSM989348,True
Solyc09g089580,2,2,1.855907,0.0,GSM989347;GSM989348,True
Solyc02g077070,2,4,1.855427,0.0,GSM989347;GSM989349,True
Solyc12g098710,2,3,1.854509,0.0,GSM989347;GSM989349,True
Solyc10g008350,2,2,1.85384,0.0,GSM989347;GSM989349,True
Solyc01g091760,2,2,1.849844,0.0,GSM989347;GSM989349,True
Solyc01g091770,2,2,1.849844,0.0,GSM989347;GSM989349,True
Solyc01g091780,2,2,1.849844,0.0,GSM989347;GSM989349,True
Solyc01g101260,2,2,1.849844,0.0,GSM989347;GSM989349,True
Solyc04g081900,2,2,1.831214,0.0019,GSM989347;GSM989349,True
Solyc01g086870,2,3,1.8299,0.0,GSM989347;GSM989349,True
Solyc01g086880,2,3,1.8299,0.0,GSM989347;GSM989349,True
Solyc03g118050,2,2,1.827455,0.0,GSM989347;GSM989349,True
Solyc03g118060,2,2,1.827455,0.0,GSM989347;GSM989349,True
Solyc03g118070,2,2,1.827455,0.0,GSM989347;GSM989349,True
Solyc03g119300,2,2,1.827455,0.0,GSM989347;GSM989349,True
Solyc02g067250,2,2,1.824595,0.00047,GSM989347;GSM989349,True
Solyc09g074490,2,2,1.824451,0.0,GSM989347;GSM989349,True
Solyc12g009050,2,2,1.824107,0.0,GSM989347;GSM989349,True
Solyc02g021220,2,2,1.821692,0.00059,GSM989347;GSM989349,True
Solyc02g093840,2,3,1.821692,0.00059,GSM989347;GSM989349,True
Solyc01g086960,2,2,1.816811,0.0,GSM989347;GSM989349,True
Solyc01g096080,2,2,1.816811,0.0,GSM989347;GSM989349,True
Solyc06g035840,2,2,1.816076,0.0,GSM989348;GSM989349,True
Solyc06g035850,2,2,1.816076,0.0,GSM989348;GSM989349,True
Solyc10g079570,2,2,1.814315,0.00707,GSM989347;GSM989349,True
Solyc12g039100,2,2,1.812114,0.01811,GSM989348;GSM989349,True
Solyc05g009820,2,2,1.803896,0.0,GSM989347;GSM989349,True
Solyc07g065960,2,3,1.803655,0.0,GSM989347;GSM989349,True
Solyc04g072570,2,2,1.800843,0.0,GSM989347;GSM989349,True
Solyc05g052550,2,2,1.796055,0.0,GSM989348;GSM989349,True
Solyc05g052570,2,2,1.796055,0.0,GSM989348;GSM989349,True
Solyc03g116530,2,2,1.794822,0.0,GSM989347;GSM989349,True
Solyc03g116540,2,2,1.794822,0.0,GSM989347;GSM989349,True
Solyc03g117070,2,2,1.794822,0.0,GSM989347;GSM989349,True
Solyc03g121890,2,3,1.794822,0.0,GSM989347;GSM989348,True
Solyc03g123540,2,2,1.794822,0.0,GSM989347;GSM989349,True
Solyc03g123550,2,2,1.794822,0.0,GSM989347;GSM989349,True
Solyc03g123560,2,2,1.794822,0.0,GSM989347;GSM989349,True
Solyc11g010870,2,3,1.793392,0.01439,GSM989347;GSM989349,True
Solyc11g010880,2,3,1.793392,0.01439,GSM989347;GSM989349,True
Solyc09g075820,2,2,1.792995,0.0,GSM989347;GSM989349,True
Solyc10g081750,2,2,1.790998,0.0,GSM989347;GSM989349,True
Solyc10g081760,2,2,1.790998,0.0,GSM989347;GSM989349,True
Solyc01g106690,2,2,1.788312,0.00702,GSM989347;GSM989349,True
Solyc01g106700,2,2,1.788312,0.00702,GSM989347;GSM989349,True
Solyc01g109450,2,2,1.788312,0.00541,GSM989347;GSM989349,True
Solyc02g078380,2,2,1.787956,0.0,GSM989347;GSM989349,True
Solyc02g087760,2,2,1.787956,0.00047,GSM989347;GSM989349,True
Solyc01g066740,2,2,1.783778,0.00059,GSM989347;GSM989349,True
Solyc09g005720,2,2,1.779363,0.0,GSM989347;GSM989348,True
Solyc09g005730,2,2,1.779363,0.0,GSM989347;GSM989348,True
Solyc03g120500,2,2,1.778781,0.00707,GSM989347;GSM989349,True
Solyc06g053940,2,3,1.772439,0.0,GSM989347;GSM989349,True
Solyc06g084290,2,3,1.772439,0.0,GSM989347;GSM989349,True
Solyc06g084300,2,4,1.772439,0.0,GSM989347;GSM989349,True
Solyc10g085000,2,2,1.772121,0.00047,GSM989347;GSM989349,True
Solyc03g111960,2,3,1.762188,0.00059,GSM989347;GSM989349,True
Solyc03g111970,2,3,1.762188,0.00059,GSM989347;GSM989349,True
Solyc03g119390,2,2,1.762188,0.00059,GSM989347;GSM989349,True
Solyc08g006670,2,2,1.759208,0.01777,GSM989347;GSM989349,True
Solyc08g006680,2,2,1.759208,0.01777,GSM989347;GSM989349,True
Solyc08g075450,2,2,1.759208,0.0,GSM989347;GSM989349,True
Solyc01g068170,2,2,1.750745,0.00047,GSM989347;GSM989349,True
Solyc04g054380,2,2,1.749826,0.00464,GSM989347;GSM989349,True
Solyc01g096460,2,2,1.746723,0.00387,GSM989347;GSM989349,True
Solyc01g111390,2,2,1.746723,0.00702,GSM989347;GSM989349,True
Solyc01g111400,2,2,1.746723,0.00702,GSM989347;GSM989349,True
Solyc11g012280,2,3,1.745906,0.0,GSM989347;GSM989349,True
Solyc11g012290,2,3,1.745906,0.0,GSM989347;GSM989349,True
Solyc02g093290,2,2,1.745265,0.01702,GSM989347;GSM989349,True
Solyc01g106810,2,2,1.74139,0.01053,GSM989347;GSM989348,True
Solyc01g106820,2,2,1.74139,0.01053,GSM989347;GSM989348,True
Solyc08g065840,2,2,1.739912,0.00059,GSM989347;GSM989349,True
Solyc06g005970,2,2,1.738796,0.00484,GSM989347;GSM989349,True
Solyc06g009380,2,2,1.738796,0.01425,GSM989347;GSM989349,True
Solyc03g033330,2,3,1.738354,0.00464,GSM989347;GSM989349,True
Solyc03g034060,2,2,1.738354,0.00929,GSM989347;GSM989349,True
Solyc03g034070,2,2,1.738354,0.00929,GSM989347;GSM989349,True
Solyc07g064620,2,2,1.736702,0.0041,GSM989347;GSM989349,True
Solyc04g007210,2,3,1.736527,0.0,GSM989347;GSM989349,True
Solyc04g071750,2,2,1.736527,0.0,GSM989347;GSM989349,True
Solyc10g050940,2,2,1.729928,0.01032,GSM989347;GSM989349,True
Solyc03g112300,2,2,1.729555,0.00047,GSM989347;GSM989349,True
Solyc03g115490,2,2,1.729555,0.00047,GSM989347;GSM989349,True
Solyc03g115500,2,2,1.729555,0.00047,GSM989347;GSM989349,True
Solyc03g115510,2,2,1.729555,0.00047,GSM989347;GSM989349,True
Solyc06g009360,2,2,1.72357,0.03815,GSM989347;GSM989348,True
Solyc02g077710,2,2,1.720486,0.00183,GSM989347;GSM989348,True
Solyc08g005770,2,5,1.718296,0.0,GSM989347;GSM989349,True
Solyc08g068640,2,2,1.718296,0.0019,GSM989347;GSM989349,True
Solyc08g076320,2,2,1.718296,0.01868,GSM989347;GSM989349,True
Solyc08g076330,2,2,1.718296,0.01868,GSM989347;GSM989349,True
Solyc01g095900,2,4,1.717712,0.00085,GSM989347;GSM989349,True
Solyc01g096090,2,2,1.717712,0.0,GSM989347;GSM989349,True
Solyc01g096100,2,2,1.717712,0.0,GSM989347;GSM989349,True
Solyc01g102580,2,2,1.717712,0.0,GSM989347;GSM989349,True
Solyc11g065000,2,2,1.711874,0.0,GSM989347;GSM989349,True
Solyc04g007530,2,2,1.709133,0.01868,GSM989347;GSM989349,True
Solyc05g053620,2,3,1.708954,0.00059,GSM989347;GSM989349,True
Solyc06g053200,2,5,1.707987,0.00047,GSM989347;GSM989349,True
Solyc06g053210,2,3,1.707987,0.00047,GSM989347;GSM989349,True
Solyc06g066790,2,2,1.707987,0.00047,GSM989347;GSM989349,True
Solyc06g074290,2,2,1.707987,0.00047,GSM989347;GSM989349,True
Solyc07g005980,2,2,1.707031,0.00047,GSM989347;GSM989349,True
Solyc07g052480,2,2,1.707031,0.00047,GSM989347;GSM989349,True
Solyc02g072190,2,2,1.7056,0.0041,GSM989347;GSM989349,True
Solyc01g105290,2,2,1.705134,0.00421,GSM989347;GSM989349,True
Solyc04g078840,2,4,1.704369,0.00047,GSM989347;GSM989349,True
Solyc01g100300,2,2,1.702693,0.01161,GSM989347;GSM989348,True
Solyc01g109920,2,2,1.702693,0.03509,GSM989348;GSM989349,True
Solyc09g037040,2,2,1.702,0.01714,GSM989348;GSM989349,True
Solyc09g037050,2,2,1.702,0.01714,GSM989348;GSM989349,True
Solyc09g009590,2,3,1.698627,0.0,GSM989347;GSM989349,True
Solyc03g117030,2,3,1.697928,0.0,GSM989347;GSM989349,True
Solyc05g007780,2,2,1.695513,0.00162,GSM989347;GSM989349,True
Solyc10g076600,2,2,1.687735,0.01707,GSM989347;GSM989349,True
Solyc02g087890,2,4,1.686751,0.0019,GSM989347;GSM989349,True
Solyc02g091500,2,2,1.686751,0.0019,GSM989347;GSM989349,True
Solyc09g066210,2,3,1.686117,0.0019,GSM989347;GSM989349,True
Solyc09g090610,2,3,1.686117,0.00541,GSM989347;GSM989349,True
Solyc09g090620,2,3,1.686117,0.00541,GSM989347;GSM989349,True
Solyc01g010490,2,2,1.684679,0.00183,GSM989347;GSM989349,True
Solyc01g097880,2,3,1.684679,0.00183,GSM989347;GSM989349,True
Solyc11g013330,2,3,1.684646,0.0,GSM989347;GSM989349,True
Solyc11g072710,2,2,1.684646,0.0,GSM989347;GSM989349,True
Solyc06g068890,2,2,1.675761,0.00085,GSM989347;GSM989349,True
Solyc06g068900,2,2,1.675761,0.00085,GSM989347;GSM989349,True
Solyc12g088370,2,2,1.674489,0.00085,GSM989347;GSM989349,True
Solyc11g022460,2,3,1.671115,0.00237,GSM989347;GSM989349,True
Solyc02g088290,2,2,1.670255,0.02408,GSM989348;GSM989349,True
Solyc02g088300,2,2,1.670255,0.02408,GSM989348;GSM989349,True
Solyc04g082570,2,2,1.668439,0.00387,GSM989347;GSM989349,True
Solyc02g087970,2,4,1.665935,0.00237,GSM989347;GSM989349,True
Solyc03g026020,2,2,1.664289,0.00183,GSM989347;GSM989349,True
Solyc03g098630,2,2,1.664289,0.00183,GSM989347;GSM989349,True
Solyc03g098640,2,2,1.664289,0.00183,GSM989347;GSM989349,True
Solyc01g091420,2,3,1.663546,0.00308,GSM989347;GSM989349,True
Solyc06g072850,2,4,1.661516,0.0,GSM989347;GSM989349,True
Solyc03g120390,2,3,1.657501,0.00308,GSM989347;GSM989349,True
Solyc11g008910,2,2,1.654016,0.0,GSM989347;GSM989349,True
Solyc11g069790,2,2,1.654016,0.00059,GSM989347;GSM989349,True
Solyc02g071780,2,2,1.653016,0.00237,GSM989347;GSM989349,True
Solyc01g095200,2,2,1.651646,0.0019,GSM989347;GSM989349,True
Solyc01g106480,2,2,1.651646,0.0,GSM989347;GSM989349,True
Solyc01g106490,2,3,1.651646,0.0,GSM989347;GSM989349,True
Solyc01g106500,2,3,1.651646,0.0,GSM989347;GSM989349,True
Solyc09g010930,2,2,1.644992,0.00308,GSM989347;GSM989349,True
Solyc09g018330,2,2,1.644992,0.01707,GSM989348;GSM989349,True
Solyc09g092260,2,2,1.644992,0.00668,GSM989347;GSM989349,True
Solyc06g051800,2,2,1.643535,0.00183,GSM989347;GSM989349,True
Solyc06g071350,2,3,1.643535,0.0,GSM989347;GSM989349,True
Solyc06g074910,2,2,1.643535,0.00183,GSM989347;GSM989349,True
Solyc07g054450,2,4,1.642615,0.00183,GSM989347;GSM989349,True
Solyc04g081250,2,2,1.640053,0.00183,GSM989347;GSM989349,True
Solyc08g076130,2,2,1.636472,0.0019,GSM989347;GSM989349,True
Solyc08g076140,2,2,1.636472,0.0019,GSM989347;GSM989349,True
Solyc09g090780,2,2,1.635715,0.00085,GSM989347;GSM989349,True
Solyc09g090790,2,2,1.635715,0.00085,GSM989347;GSM989349,True
Solyc03g113880,2,2,1.631656,0.0019,GSM989347;GSM989349,True
Solyc02g069280,2,2,1.62627,0.00308,GSM989347;GSM989349,True
Solyc02g071520,2,2,1.62627,0.00554,GSM989347;GSM989349,True
Solyc02g071530,2,2,1.62627,0.00554,GSM989347;GSM989349,True
Solyc08g066280,2,2,1.625794,0.03349,GSM989347;GSM989348,True
Solyc08g066290,2,2,1.625794,0.03349,GSM989347;GSM989348,True
Solyc01g095330,2,2,1.625298,0.02961,GSM989348;GSM989349,True
Solyc01g095350,2,2,1.625298,0.02961,GSM989348;GSM989349,True
Solyc01g095360,2,2,1.625298,0.02961,GSM989348;GSM989349,True
Solyc11g008350,2,2,1.623386,0.00047,GSM989347;GSM989349,True
Solyc06g036170,2,2,1.622876,0.01439,GSM989347;GSM989349,True
Solyc01g007890,2,2,1.621957,0.00484,GSM989347;GSM989349,True
Solyc01g065530,2,2,1.621957,0.01654,GSM989347;GSM989349,True
Solyc01g104130,2,2,1.621957,0.01161,GSM989347;GSM989349,True
Solyc01g104850,2,2,1.621957,0.00898,GSM989347;GSM989349,True
Solyc02g065240,2,2,1.619281,0.00105,GSM989347;GSM989349,True
Solyc02g085340,2,2,1.619281,0.00308,GSM989347;GSM989349,True
Solyc02g092800,2,3,1.619281,0.00308,GSM989347;GSM989349,True
Solyc01g008910,2,2,1.618613,0.00237,GSM989347;GSM989349,True
Solyc01g060240,2,2,1.618613,0.00752,GSM989347;GSM989349,True
Solyc01g105400,2,4,1.618613,0.0,GSM989347;GSM989349,True
Solyc01g107360,2,3,1.618613,0.00752,GSM989347;GSM989349,True
Solyc01g110480,2,2,1.618613,0.00237,GSM989347;GSM989349,True
Solyc03g006920,2,2,1.617074,0.01707,GSM989347;GSM989349,True
Solyc03g063600,2,2,1.617074,0.00237,GSM989347;GSM989349,True
Solyc03g116870,2,2,1.617074,0.0,GSM989347;GSM989349,True
Solyc03g116880,2,2,1.617074,0.0,GSM989347;GSM989349,True
Solyc05g056000,2,2,1.612805,0.00181,GSM989347;GSM989349,True
Solyc07g053610,2,2,1.612652,0.00707,GSM989347;GSM989349,True
Solyc07g062550,2,2,1.612652,0.00707,GSM989347;GSM989349,True
Solyc07g062560,2,2,1.612652,0.00707,GSM989347;GSM989349,True
Solyc07g062570,2,2,1.612652,0.00707,GSM989347;GSM989349,True
Solyc06g076110,2,3,1.611308,0.0019,GSM989347;GSM989349,True
Solyc06g076120,2,3,1.611308,0.0019,GSM989347;GSM989349,True
Solyc06g076260,2,2,1.611308,0.0,GSM989347;GSM989349,True
Solyc06g076270,2,2,1.611308,0.0,GSM989347;GSM989349,True
Solyc07g007140,2,2,1.610407,0.0019,GSM989347;GSM989349,True
Solyc07g053470,2,2,1.610407,0.0019,GSM989347;GSM989349,True
Solyc05g015730,2,2,1.608966,0.04654,GSM989347;GSM989348,True
Solyc04g054260,2,2,1.607895,0.0019,GSM989347;GSM989349,True
Solyc04g073940,2,2,1.607895,0.0019,GSM989347;GSM989349,True
Solyc04g077050,2,2,1.607895,0.0,GSM989347;GSM989349,True
Solyc04g079180,2,2,1.607895,0.0019,GSM989347;GSM989349,True
Solyc04g079190,2,2,1.607895,0.0019,GSM989347;GSM989349,True
Solyc09g009760,2,2,1.603867,0.00541,GSM989347;GSM989349,True
Solyc10g039280,2,3,1.603348,0.01593,GSM989347;GSM989349,True
Solyc10g084340,2,2,1.603348,0.01714,GSM989347;GSM989349,True
Solyc03g006640,2,2,1.599023,0.00237,GSM989347;GSM989349,True
Solyc03g031920,2,2,1.599023,0.00237,GSM989347;GSM989349,True
Solyc03g114340,2,2,1.599023,0.00237,GSM989347;GSM989349,True
Solyc08g048290,2,3,1.595561,0.00237,GSM989347;GSM989349,True
Solyc08g062820,2,2,1.595561,0.01654,GSM989347;GSM989349,True
Solyc03g025170,2,2,1.59345,0.02961,GSM989348;GSM989349,True
Solyc03g025180,2,2,1.59345,0.02961,GSM989348;GSM989349,True
Solyc12g089240,2,2,1.592806,0.01654,GSM989347;GSM989349,True
Solyc12g099270,2,2,1.592806,0.01654,GSM989347;GSM989349,True
Solyc12g099280,2,2,1.592806,0.01654,GSM989347;GSM989349,True
Solyc12g096500,2,2,1.590222,0.00541,GSM989347;GSM989348,True
Solyc04g076930,2,2,1.587052,0.03421,GSM989348;GSM989349,True
Solyc04g076940,2,2,1.587052,0.03421,GSM989348;GSM989349,True
Solyc02g031840,2,2,1.586604,0.01439,GSM989347;GSM989349,True
Solyc02g068590,2,2,1.586604,0.00707,GSM989347;GSM989349,True
Solyc02g084740,2,2,1.586604,0.01702,GSM989347;GSM989349,True
Solyc02g085630,2,2,1.586604,0.01504,GSM989347;GSM989349,True
Solyc01g096350,2,2,1.58558,0.00105,GSM989347;GSM989349,True
Solyc01g109700,2,3,1.58558,0.00308,GSM989347;GSM989349,True
Solyc02g071050,2,2,1.585546,0.00387,GSM989347;GSM989349,True
Solyc02g085750,2,3,1.585546,0.00181,GSM989347;GSM989349,True
Solyc02g085760,2,2,1.585546,0.00181,GSM989347;GSM989349,True
Solyc02g092560,2,2,1.585546,0.00387,GSM989347;GSM989349,True
Solyc06g075510,2,3,1.584237,0.00526,GSM989347;GSM989349,True
Solyc06g082170,2,2,1.584237,0.01811,GSM989347;GSM989349,True
Solyc06g082180,2,2,1.584237,0.01811,GSM989347;GSM989349,True
Solyc01g099190,2,2,1.580368,0.01714,GSM989347;GSM989349,True
Solyc01g104950,2,2,1.580368,0.01702,GSM989347;GSM989349,True
Solyc06g082080,2,3,1.579082,0.00237,GSM989347;GSM989349,True
Solyc08g078340,2,4,1.578809,0.00237,GSM989347;GSM989349,True
Solyc07g052170,2,2,1.578198,0.00237,GSM989347;GSM989349,True
Solyc07g066160,2,2,1.578198,0.00237,GSM989347;GSM989349,True
Solyc03g025970,2,2,1.576647,0.00619,GSM989347;GSM989349,True
Solyc03g120910,2,2,1.576647,0.01654,GSM989347;GSM989349,True
Solyc04g077220,2,2,1.575737,0.00237,GSM989347;GSM989349,True
Solyc04g081420,2,3,1.575737,0.00237,GSM989347;GSM989349,True
Solyc04g081430,2,3,1.575737,0.00237,GSM989347;GSM989349,True
Solyc04g081890,2,3,1.575737,0.0,GSM989347;GSM989349,True
Solyc04g082190,2,5,1.575737,0.0,GSM989347;GSM989349,True
Solyc04g082200,2,5,1.575737,0.0,GSM989347;GSM989349,True
Solyc04g082210,2,5,1.575737,0.0,GSM989347;GSM989349,True
Solyc09g074270,2,2,1.572803,0.0019,GSM989347;GSM989349,True
Solyc05g015970,2,2,1.571451,0.00421,GSM989347;GSM989349,True
Solyc05g015980,2,2,1.571451,0.00421,GSM989347;GSM989349,True
Solyc11g010830,2,3,1.571324,0.01439,GSM989347;GSM989348,True
Solyc11g010840,2,3,1.571324,0.01439,GSM989347;GSM989348,True
Solyc07g017740,2,2,1.571302,0.00707,GSM989347;GSM989349,True
Solyc07g045160,2,2,1.571302,0.01161,GSM989347;GSM989349,True
Solyc03g117870,2,2,1.56639,0.00105,GSM989347;GSM989348,True
Solyc09g008000,2,3,1.562742,0.00421,GSM989347;GSM989349,True
Solyc09g008010,2,3,1.562742,0.00421,GSM989347;GSM989349,True
Solyc09g010170,2,2,1.562742,0.01023,GSM989347;GSM989349,True
Solyc09g010180,2,2,1.562742,0.01023,GSM989347;GSM989349,True
Solyc09g092420,2,2,1.562742,0.01714,GSM989347;GSM989349,True
Solyc09g092430,2,2,1.562742,0.01714,GSM989347;GSM989349,True
Solyc11g065530,2,2,1.562126,0.0,GSM989347;GSM989349,True
Solyc10g050950,2,3,1.561154,0.01702,GSM989347;GSM989349,True
Solyc10g078560,2,2,1.561154,0.01435,GSM989347;GSM989349,True
Solyc10g078570,2,2,1.561154,0.01435,GSM989347;GSM989349,True
Solyc10g078580,2,2,1.561154,0.01435,GSM989347;GSM989349,True
Solyc10g078600,2,3,1.561154,0.01161,GSM989347;GSM989349,True
Solyc10g078610,2,3,1.561154,0.01161,GSM989347;GSM989349,True
Solyc10g079130,2,2,1.561154,0.01435,GSM989347;GSM989349,True
Solyc08g066440,2,2,1.554649,0.00898,GSM989347;GSM989349,True
Solyc08g080500,2,3,1.554649,0.01439,GSM989347;GSM989349,True
Solyc01g094690,2,2,1.552547,0.00387,GSM989347;GSM989349,True
Solyc01g106170,2,2,1.552547,0.00526,GSM989347;GSM989349,True
Solyc12g005860,2,3,1.551965,0.00181,GSM989347;GSM989349,True
Solyc12g005870,2,3,1.551965,0.00181,GSM989347;GSM989349,True
Solyc02g082670,2,2,1.551811,0.00421,GSM989347;GSM989349,True
Solyc02g090400,2,2,1.551811,0.00421,GSM989347;GSM989349,True
Solyc05g008190,2,2,1.550718,0.0,GSM989347;GSM989348,True
Solyc05g012660,2,2,1.550718,0.00237,GSM989347;GSM989349,True
Solyc11g010630,2,2,1.548838,0.00585,GSM989347;GSM989349,True
Solyc11g039470,2,2,1.548838,0.0041,GSM989347;GSM989349,True
Solyc02g080110,2,3,1.546939,0.00668,GSM989347;GSM989349,True
Solyc06g005160,2,2,1.546856,0.00308,GSM989347;GSM989349,True
Solyc06g083830,2,2,1.546856,0.00308,GSM989347;GSM989349,True
Solyc08g065410,2,2,1.546588,0.0,GSM989347;GSM989349,True
Solyc08g075290,2,2,1.546588,0.00308,GSM989347;GSM989349,True
Solyc04g064860,2,3,1.546358,0.00541,GSM989347;GSM989349,True
Solyc04g064870,2,3,1.546358,0.00541,GSM989347;GSM989349,True
Solyc04g081240,2,2,1.546358,0.00805,GSM989347;GSM989349,True
Solyc07g041190,2,2,1.54599,0.00308,GSM989347;GSM989349,True
Solyc06g084320,2,3,1.545597,0.00707,GSM989347;GSM989349,True
Solyc04g054410,2,2,1.543579,0.00308,GSM989347;GSM989349,True
Solyc09g007670,2,2,1.541347,0.00237,GSM989347;GSM989349,True
Solyc01g005140,2,2,1.53878,0.01775,GSM989347;GSM989349,True
Solyc01g007210,2,2,1.53878,0.00162,GSM989347;GSM989349,True
Solyc01g098090,2,2,1.53878,0.00484,GSM989347;GSM989349,True
Solyc01g108280,2,2,1.53878,0.00541,GSM989347;GSM989349,True
Solyc01g112050,2,2,1.53878,0.00464,GSM989347;GSM989349,True
Solyc03g078380,2,3,1.53622,0.01714,GSM989347;GSM989349,True
Solyc03g082400,2,2,1.53622,0.0307,GSM989347;GSM989349,True
Solyc03g083090,2,2,1.53622,0.00464,GSM989347;GSM989349,True
Solyc03g082370,2,2,1.533757,0.00181,GSM989347;GSM989349,True
Solyc03g117950,2,2,1.533757,0.00387,GSM989347;GSM989349,True
Solyc05g015510,2,2,1.530097,0.00619,GSM989347;GSM989349,True
Solyc07g041170,2,2,1.529952,0.01775,GSM989347;GSM989349,True
Solyc07g054750,2,3,1.529952,0.01775,GSM989347;GSM989349,True
Solyc07g054760,2,3,1.529952,0.01775,GSM989347;GSM989349,True
Solyc07g054770,2,2,1.529952,0.01775,GSM989347;GSM989349,True
Solyc07g065860,2,2,1.529952,0.00694,GSM989347;GSM989349,True
Solyc09g010210,2,3,1.521618,0.00387,GSM989347;GSM989349,True
Solyc09g056390,2,2,1.521618,0.01702,GSM989347;GSM989349,True
Solyc09g092500,2,2,1.521618,0.00308,GSM989347;GSM989349,True
Solyc09g092510,2,2,1.521618,0.00308,GSM989347;GSM989349,True
Solyc12g017530,2,2,1.520089,0.0019,GSM989347;GSM989349,True
Solyc12g088200,2,2,1.520089,0.0,GSM989347;GSM989349,True
Solyc01g095580,2,2,1.519514,0.00421,GSM989347;GSM989349,True
Solyc01g105390,2,2,1.519514,0.00421,GSM989347;GSM989349,True
Solyc05g005240,2,2,1.51907,0.00308,GSM989347;GSM989349,True
Solyc05g005250,2,2,1.51907,0.00308,GSM989347;GSM989349,True
Solyc05g008580,2,2,1.51907,0.00105,GSM989347;GSM989349,True
Solyc05g012020,2,2,1.51907,0.00308,GSM989347;GSM989349,True
Solyc10g012240,2,2,1.518961,0.01161,GSM989347;GSM989349,True
Solyc10g080550,2,3,1.518961,0.01811,GSM989347;GSM989349,True
Solyc10g080560,2,3,1.518961,0.01811,GSM989347;GSM989349,True
Solyc10g080960,2,2,1.518961,0.00541,GSM989347;GSM989349,True
Solyc10g080970,2,2,1.518961,0.00541,GSM989347;GSM989349,True
Solyc10g081530,2,2,1.518961,0.01439,GSM989347;GSM989349,True
Solyc10g081650,2,2,1.518961,0.00308,GSM989347;GSM989349,True
Solyc10g081660,2,2,1.518961,0.00308,GSM989347;GSM989349,True
Solyc10g084060,2,2,1.518961,0.00387,GSM989347;GSM989349,True
Solyc10g084070,2,2,1.518961,0.00387,GSM989347;GSM989349,True
Solyc10g084980,2,2,1.518961,0.00707,GSM989347;GSM989349,True
