gene_id,effect_source_a,protein_description,protein_log2_BR8_vs_MG,protein_measured,protein_de_log2_ratio,protein_de_p,protein_de_fdr,phosphosite_de_count,phosphosite_max_abs_log2_ratio,phosphosite_representative_log2_ratio,phosphosite_min_fdr,phosphosite_ids,protein_differential_BR8_vs_MG,phosphosite_differential_BR8_vs_MG
Solyc06g005300,0.414155505952381,,,,,,,,,,,,,
Solyc02g084600,-0.4756440662202381,"LRR receptor-like serine_threonine-protein kinase, RLP",0.5001739376851743,True,,,,,,,,,False,False
Solyc08g005610,0.4896647135416666,,,,,,,,,,,,,
Solyc03g114360,0.4378255208333335,,,,,,,,,,,,,
Solyc08g082250,-0.4323381696428571,,,,,,,,,,,,,
Solyc04g081300,-0.4848865327380952,"Endoglucanase 1  IPR001701  Glycoside hydrolase, family 9",-2.256054816886909,True,-2.2564537905627025,3.00478863111449e-18,1.21393460697025e-15,,,,,,True,False
Solyc12g098340,-0.7895856584821428,,,,,,,,,,,,,
Solyc12g006520,-0.5703590029761905,Cycloartenol synthase  IPR018333  Squalene cyclase,-1.5203587697917296,True,-1.5287579583385167,1.10909883037385e-10,7.2804935522507e-10,,,,,,True,False
Solyc12g009800,-0.5350399925595238,,,,,,,,,,,,,
Solyc12g006530,-0.4797595796130952,,,,,,,,,,,,,
Solyc12g049520,-0.4551478794642858,,,,,,,,,,,,,
Solyc11g056680,-0.5428059895833333,"LRR receptor-like serine_threonine-protein kinase, RLP",-0.15132317442617488,True,,,,,,,,,False,False
Solyc10g080210,0.8924153645833334,"Polygalacturonase A  IPR000743  Glycoside hydrolase, family 28",5.025675950764874,True,5.026055202759271,1.6956308640271e-18,9.41922944967056e-16,2.0,2.258555209495343,-2.258555209495343,1.61170167422687e-10,Solyc10g080210.1.1_S80;Solyc10g080210.1.1_T125,True,True
Solyc03g078150,-0.4049479166666667,,,,,,,,,,,,,
Solyc02g085380,-0.5693359375,,,,,,,,,,,,,
Solyc02g085950,-0.6267903645833333,"Ribulose bisphosphate carboxylase small chain  IPR000894  Ribulose bisphosphate carboxylase, small chain",-0.6043080776849912,True,-0.6058338412745138,0.00018940295406315,0.000317086731157144,,,,,,True,False
Solyc03g115000,-0.4250837053571428,,,,,,,,,,,,,
Solyc05g007120,-0.4149576822916666,,,,,,,,,,,,,
Solyc07g043500,-0.4798177083333333,UDP-glucosyltransferase  IPR002213  UDP-glucuronosyl_UDP-glucosyltransferase,-1.7730659646262212,True,-1.7759274986131288,5.69200840257279e-12,5.7883948148818e-11,,,,,,True,False
Solyc07g017600,-0.41455078125,"Pectinesterase  IPR000070  Pectinesterase, catalytic",-0.8355431623238836,True,-0.833466149663896,2.81250377642827e-10,1.65546579899963e-09,,,,,,True,False
Solyc11g042940,-0.4112025669642857,"Carbohydrate kinase FGGY  IPR000577  Carbohydrate kinase, FGGY",-0.5616091103836658,True,,,,,,,,,False,False
Solyc09g089750,0.4216889880952381,,,,,,,,,,,,,
Solyc06g048440,-0.7476981026785714,,,,,,,,,,,,,
Solyc01g086920,-0.5659877232142858,,,,,,,,,,,,,
Solyc12g013700,0.4827125186011905,Aluminum-induced protein-like protein,2.245459025064198,True,2.2456197281999155,5.3221298228386e-18,1.68939606662105e-15,3.0,2.1859360676911996,2.1859360676911996,1.90685285324414e-10,Solyc12g013700.1.1_S218;Solyc12g013700.1.1_S233;S237,True,True
Solyc07g062550,-0.4413713727678571,UDP-N-acetylglucosamine 1-carboxyvinyltransferase  IPR005750  UDP-N-acetylglucosamine 1-carboxyvinyltransferase,-1.2998944343394034,True,-1.3007994085043357,2.90993380819042e-14,7.58460166779956e-13,,,,,,True,False
Solyc12g011310,0.7006603422619049,"Glutathione S-transferase  IPR004046  Glutathione S-transferase, C-terminal",3.4133196646407,True,3.4129937969982524,1.682340956032e-17,3.22506605236876e-15,,,,,,True,False
Solyc07g043460,-0.4239095052083333,,,,,,,,,,,,,
Solyc08g063090,-0.5506068638392857,,,,,,,,,,,,,
Solyc10g078740,-0.4612978980654762,Enoyl reductase,-0.6482425462984609,True,-0.6487188700609229,6.54454447634996e-11,4.61650089728559e-10,1.0,1.159834082250723,1.159834082250723,1.53548638411801e-08,Solyc10g078740.1.1_S218,True,True
Solyc11g072310,0.5053129650297619,,,,,,,,,,,,,
Solyc12g100270,0.4584960937500001,,,,,,,,,,,,,
Solyc04g064870,0.4672386532738096,,,,,,,,,,,,,
Solyc02g083380,0.4128882998511906,,,,,,,,,,,,,
Solyc02g083670,-0.5515718005952382,,,,,,,,,,,,,
Solyc11g065350,-0.4015997023809525,ABC transporter G family member 15  IPR003439  ABC transporter-like,-1.5974329602911725,True,-1.6105329520551956,1.74732532001553e-07,5.01622333472161e-07,,,,,,True,False
Solyc03g098740,0.5283551897321428,Kunitz trypsin inhibitor  IPR011065  Kunitz inhibitor ST1-like,1.9738549650415298,True,1.9752296968609722,1.52893522908665e-12,1.95809457004642e-11,,,,,,True,False
Solyc03g063730,0.4466029575892856,,,,,,,,,,,,,
Solyc12g041950,-0.4320010230654761,,,,,,,,,,,,,
Solyc05g050290,0.4821893601190475,,,,,,,,,,,,,
Solyc04g053010,-0.4585425967261905,,,,,,,,,,,,,
Solyc07g008210,-0.5699753534226191,,,,,,,,,,,,,
Solyc03g116370,-0.4634486607142856,,,,,,,,,,,,,
Solyc02g023950,-0.4840959821428572,,,,,,,,,,,,,
Solyc11g064910,0.4247058686755953,,,,,,,,,,,,,
Solyc01g090730,-0.4216192336309524,,,,,,,,,,,,,
Solyc12g042010,-0.4081682477678572,,,,,,,,,,,,,
Solyc06g054320,-0.4802362351190476,Disease resistance response  IPR004265  Plant disease resistance response protein,-0.8048197952739921,True,-0.8060877570813132,5.75301245419398e-08,1.8314031050457e-07,,,,,,True,False
Solyc07g056700,0.40576171875,,,,,,,,,,,,,
Solyc07g063600,-0.4616582961309524,"Chlorophyll a-b binding protein 13, chloroplastic  IPR001344  Chlorophyll A-B binding protein",-2.3171605617070132,True,-2.316145329451443,5.02978782287159e-13,7.73438653454718e-12,,,,,,True,False
Solyc12g055810,-0.434907459077381,,,,,,,,,,,,,
Solyc04g009530,-0.4075753348214286,"Glutathione S-transferase  IPR004045  Glutathione S-transferase, N-terminal",-0.6428180811166685,True,-0.6439438605895784,3.28993523247983e-09,1.43127480892221e-08,,,,,,True,False
Solyc11g066670,-0.4058430989583333,UDP-glucosyltransferase  IPR002213  UDP-glucuronosyl_UDP-glucosyltransferase,-1.2502681802971412,True,-1.2493531045218735,2.83630844041592e-14,7.4363154626598e-13,,,,,,True,False
Solyc03g117690,-0.4142833891369048,Aspartic proteinase nepenthesin-1  IPR001461  Peptidase A1,-0.6868633491310703,True,-0.6870927239595876,2.1686341481876e-07,6.08614471395372e-07,,,,,,True,False
Solyc05g014920,0.4830438523065475,,,,,,,,,,,,,
Solyc02g080160,-0.6037481398809524,,,,,,,,,,,,,
Solyc05g009650,0.4614315941220238,,,,,,,,,,,,,
Solyc02g070940,-0.5336216517857142,,,,,,,,,,,,,
Solyc02g092580,0.4799572172619048,"Peroxidase  IPR002016  Haem peroxidase, plant_fungal_bacterial",0.02955377312511544,True,,,,,,,,,False,False
Solyc11g072040,-0.4448474702380953,,,,,,,,,,,,,
Solyc12g017250,0.4254324776785714,,,,,,,,,,,,,
Solyc02g078950,-0.4782947358630952,"Beta-galactosidase  IPR001944  Glycoside hydrolase, family 35",-0.22060837873915135,True,,,,,,,,,False,False
Solyc10g086320,-0.4069591703869047,,,,,,,,,,,,,
Solyc04g080540,0.4178408668154761,ST225,1.2968308781098303,True,1.2901668307083405,2.55650711317148e-10,1.52191796529592e-09,1.0,1.4584718862832011,1.4584718862832011,1.81577194535423e-08,Solyc04g080540.2.1_S25,True,True
Solyc07g065290,0.4181780133928571,,,,,,,,,,,,,
Solyc02g083450,-0.4221772693452383,,,,,,,,,,,,,
Solyc07g007550,-0.4223749069940478,"Heparanase  IPR005199  Glycoside hydrolase family 79, N-terminal",-0.18151263319465935,True,,,,,,,,,False,False
Solyc10g006880,0.418398902529762,NAC domain protein protein,0.3090949435523044,True,,,,3.0,1.9707064672420682,1.9707064672420682,4.98688053224352e-09,Solyc10g006880.2.1_S275,False,True
Solyc07g049300,-0.5483049665178572,,,,,,,,,,,,,
Solyc07g056510,0.434023902529762,"Glutathione S-transferase  IPR004046  Glutathione S-transferase, C-terminal",2.493559055559787,True,2.49336803347936,8.13065911767469e-16,4.81768654919284e-14,1.0,2.975875907507425,-2.975875907507425,2.31133124824113e-11,,True,True
Solyc10g024430,0.5172991071428572,,,,,,,,,,,,,
Solyc02g072440,-0.4600016276041667,,,,,,,,,,,,,
Solyc11g010690,-0.4220842633928572,,,,,,,,,,,,,
Solyc01g079240,-0.58251953125,Long-chain-fatty-acid--CoA ligase family protein  IPR000873  AMP-dependent synthetase and ligase,-1.389484828191573,True,-1.394833719315778,1.32696833261364e-10,8.46061301310621e-10,,,,,,True,False
Solyc11g007250,-0.5276343936011907,,,,,,,,,,,,,
Solyc09g059170,-0.5386788504464285,Anthocyanidin 3-O-glucosyltransferase  IPR002213  UDP-glucuronosyl_UDP-glucosyltransferase,-0.13874156760231246,True,,,,,,,,,False,False
Solyc08g075080,-0.5056849888392858,,,,,,,,,,,,,
Solyc09g011590,0.5085914248511905,"Glutathione S-transferase-like protein  IPR004046  Glutathione S-transferase, C-terminal",0.32823017823865175,True,,,,,,,,,False,False
Solyc03g121600,-0.4621698288690476,,,,,,,,,,,,,
Solyc09g098340,0.4146902901785714,Aspartic proteinase-like protein 2  IPR001461  Peptidase A1,0.3502451971481546,True,,,,,,,,,False,False
Solyc09g074630,-0.5143345424107143,,,,,,,,,,,,,
Solyc12g006140,-0.4598679315476192,"Chlorophyll a-b binding protein 37, chloroplastic  IPR001344  Chlorophyll A-B binding protein",-2.384186939856764,True,-2.3798781993176887,3.0436202543715e-12,3.44169170748778e-11,,,,,,True,False
Solyc02g089140,0.7799944196428571,,,,,,,,,,,,,
Solyc12g044540,0.4031808035714286,,,,,,,,,,,,,
Solyc07g056670,0.4076915922619048,,,,,,,,,,,,,
Solyc07g063850,0.4414760044642857,,,,,,,,,,,,,
Solyc07g049370,-0.4176897321428571,,,,,,,,,,,,,
Solyc04g077620,0.6313709077380951,,,,,,,,,,,,,
Solyc03g122350,0.5268089657738096,Cytochrome P450,1.066970183370158,True,1.067260968320811,1.2227961726854e-11,1.10051736667496e-10,,,,,,True,False
Solyc10g083440,-0.4662504650297619,UDP flavonoid 3-O-glucosyltransferase (Fragment)  IPR002213  UDP-glucuronosyl_UDP-glucosyltransferase,-1.5042848241010307,True,-1.5046627371972534,7.1991101466864e-15,2.68847441108188e-13,,,,,,True,False
Solyc02g065530,-0.4160039992559524,,,,,,,,,,,,,
Solyc12g017530,0.4520786830357142,,,,,,,,,,,,,
Solyc03g116510,0.4512765066964285,Unknown Protein,0.37594118850861813,True,,,,,,,,,False,False
Solyc11g005990,0.4026343936011904,,,,,,,,,,,,,
Solyc12g049030,0.4318033854166667,,,,,,,,,,,,,
Solyc12g098790,0.4589320591517857,,,,,,,,,,,,,
Solyc03g005780,-0.4838285900297619,Chlorophyll a-b binding protein 3C-like  IPR001344  Chlorophyll A-B binding protein,-4.875467416635612,True,-4.864405447437519,1.85182511087875e-14,5.43202032524434e-13,2.0,3.6087642996233806,3.6087642996233806,3.39960548942273e-11,Solyc03g005780.1.1_S49,True,True
Solyc04g015390,-0.4921758742559524,,,,,,,,,,,,,
Solyc09g091670,0.6064569382440477,,,,,,,,,,,,,
Solyc01g108860,-0.4916643415178572,,,,,,,,,,,,,
Solyc10g080540,-0.4162713913690477,,,,,,,,,,,,,
Solyc09g092580,-0.5211937313988095,,,,,,,,,,,,,
Solyc08g077550,-0.421566917782738,,,,,,,,,,,,,
Solyc07g008620,0.4923386346726192,,,,,,,,,,,,,
Solyc12g096570,0.5442475818452381,,,,,,,,,,,,,
Solyc10g086710,0.497802734375,,,,,,,,,,,,,
Solyc10g076710,-0.4454171316964286,"1-phosphatidylinositol-4 5-bisphosphate phosphodiesterase  IPR001711  Phospholipase C, phosphatidylinositol-specific, Y domain  IPR018029  C2 membrane targeting protein  IPR000909  Phospholipase C, phosphatidylinositol-specific , X region",-2.540638308056986,True,-2.5375406776907963,1.26647104228108e-16,1.26832333580093e-14,2.0,0.9363458256502116,-0.9363458256502116,1.0581038948735e-06,Solyc10g076710.1.1_S290;Solyc10g076710.1.1_S293,True,True
Solyc03g045070,-0.4207124255952381,"Ammonium transporter  IPR018047  Ammonium transporter, conserved site  IPR001905  Ammonium transporter",-0.781820513152444,True,-0.7901781812605511,0.000139140569225591,0.000237549246883798,1.0,1.1109062868639614,1.1109062868639614,7.29276265870902e-07,Solyc03g045070.1.1_S432;S433,True,True
Solyc04g064940,-0.4763532366071429,,,,,,,,,,,,,
Solyc12g055970,-0.4757486979166667,,,,,,,,,,,,,
Solyc04g015640,-0.4276646205357144,,,,,,,,,,,,,
Solyc10g050980,0.7902599516369049,,,,,,,,,,,,,
Solyc09g011720,-0.4460914248511904,,,,,,,,,,,,,
Solyc11g020330,0.4442545572916668,class IV heat shock protein  IPR002068  Heat shock protein Hsp20,2.0136071174075534,True,2.0148370552312804,2.23634191974887e-14,6.28188214531614e-13,,,,,,True,False
Solyc03g118370,-0.4230724516369048,,,,,,,,,,,,,
Solyc09g011610,0.4930594308035715,,,,,,,,,,,,,
Solyc02g083700,-0.4260602678571427,"Alpha-mannosidase  IPR011682  Glycosyl hydrolases 38, C-terminal",0.24641163657335463,True,,,,,,,,,False,False
Solyc08g080490,-0.4811546688988095,,,,,,,,,,,,,
Solyc02g083840,0.6903948102678572,,,,,,,,,,,,,
Solyc01g068490,0.4456961495535715,,,,,,,,,,,,,
Solyc08g066360,-0.4181663876488095,"Malic enzyme  IPR012302  Malic enzyme, NAD-binding",-0.3907152043473633,True,,,,,,,,,False,False
Solyc09g025210,-0.6277204241071428,,,,,,,,,,,,,
Solyc12g100250,0.5559663318452382,,,,,,,,,,,,,
Solyc12g008480,0.46484375,,,,,,,,,,,,,
Solyc04g016200,-0.4273623511904763,,,,,,,,,,,,,
Solyc11g072080,-0.4712495349702381,,,,,,,,,,,,,
Solyc10g049230,0.5885184151785715,,,,,,,,,,,,,
Solyc10g005010,-0.4022158668154763,,,,,,,,,,,,,
Solyc06g075720,0.4203869047619047,,,,,,,,,,,,,
Solyc05g025690,0.5882917131696429,,,,,,,,,,,,,
Solyc11g008810,-0.4108770461309524,"Beta-hexosaminidase b  IPR001540  Glycoside hydrolase, family 20",-0.26487440918195254,True,,,,,,,,,False,False
Solyc10g006720,0.4055175781249999,,,,,,,,,,,,,
Solyc03g083440,0.540283203125,,,,,,,,,,,,,
Solyc10g009260,0.5907389322916666,,,,,,,,,,,,,
Solyc07g055690,0.7942243303571429,,,,,,,,,,,,,
Solyc02g071000,-0.5093470982142858,Chlorophyll a_b binding protein  IPR001344  Chlorophyll A-B binding protein,-3.0033807207516574,True,-3.00229169901682,1.1492194749927e-14,3.76539902900014e-13,,,,,,True,False
Solyc04g054740,-0.5145670572916667,,,,,,,,,,,,,
Solyc01g081290,-0.4340122767857143,,,,,,,,,,,,,
Solyc02g085910,0.4859793526785715,,,,,,,,,,,,,
Solyc07g054750,0.6946265811011906,,,,,,,,,,,,,
Solyc12g013680,0.5868443080357143,,,,,,,,,,,,,
Solyc03g031880,0.4601469494047618,,,,,,,,,,,,,
Solyc10g076240,0.4798525855654761,"Peroxidase 1  IPR002016  Haem peroxidase, plant_fungal_bacterial",0.8590085954245409,True,0.8582120803522357,3.49248507417737e-07,9.38651567562397e-07,,,,,,True,False
Solyc12g006660,-0.4128476097470239,,,,,,,,,,,,,
Solyc05g047530,0.4293387276785714,Cytochrome P450,0.3767523609284969,True,,,,1.0,0.8997912011835978,0.8997912011835978,9.67603280033911e-05,Solyc05g047530.2.1_T158,False,True
Solyc05g053640,-0.5072777157738095,,,,,,,,,,,,,
Solyc09g031740,0.4792015438988096,,,,,,,,,,,,,
Solyc10g078160,-0.4584205264136907,,,,,,,,,,,,,
Solyc03g112030,0.4331403459821429,Cytochrome P450,1.0992658452689859,True,1.0985144369095414,1.39167412079217e-09,6.78135942193027e-09,,,,,,True,False
Solyc03g031630,0.649053664434524,,,,,,,,,,,,,
Solyc04g016000,0.414399646577381,,,,,,,,,,,,,
Solyc06g069380,-0.4364536830357142,,,,,,,,,,,,,
Solyc08g066330,-0.4037737165178571,Cell division protein kinase 2  IPR002290  Serine_threonine protein kinase,-1.8597852164481805,True,-1.8643086494536256,2.29659206657328e-12,2.70717643072988e-11,1.0,1.3954160818121977,1.3954160818121977,7.03837390467841e-09,Solyc08g066330.1.1_T161,True,True
Solyc07g064720,0.4542759486607142,,,,,,,,,,,,,
Solyc01g095640,0.4359886532738096,,,,,,,,,,,,,
Solyc07g016170,-0.408144996279762,"Galactokinase like protein  IPR012369  Galactokinase, glycosyltransferase",-1.1696755954622673,True,-1.1697845017603603,4.24905389822927e-14,1.01794045950031e-12,,,,,,True,False
Solyc08g044260,-0.5851585751488095,,,,,,,,,,,,,
Solyc08g077210,0.4087495349702381,,,,,,,,,,,,,
Solyc02g064830,0.4680757068452381,,,,,,,,,,,,,
Solyc06g069730,-0.4872581845238095,"Chlorophyll a-b binding protein 4, chloroplastic  IPR001344  Chlorophyll A-B binding protein",-2.1629334511376044,True,-2.1611583833700854,9.29710516037156e-11,6.25058023187461e-10,,,,,,True,False
Solyc02g087470,0.4490443638392858,,,,,,,,,,,,,
Solyc04g071090,0.4323962983630952,,,,,,,,,,,,,
